country_code,country,gleam_region,fbs_item_code,fbs_item,system,footprint_type,footprint,source
9,Argentina,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2e_excl_luc,1.4055620506712192,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2_luc_feed_soy,9.99851191220706,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2e_excl_luc,4.380021607536835,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_palm,0.0007586410967482816,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.1226120698057523,"FAO, 2017. GLEAM-i v2.0 revision 3."
9,Argentina,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,1.7359417207421184,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,0.16210435253785427,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2731,Bovine Meat,All systems,kg_co2e_excl_luc,44.33264534468449,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2732,Mutton & Goat Meat,All systems,kg_co2_luc_feed_soy,0.03428634764765183,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,22.695644867629007,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2733,Pigmeat,All systems,kg_co2_luc_feed_palm,0.033356414230191526,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2733,Pigmeat,All systems,kg_co2_luc_feed_soy,2.063519676913476,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2733,Pigmeat,All systems,kg_co2e_excl_luc,7.667300755209184,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,1.1861121479239112,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2734,Poultry Meat,All systems,kg_co2e_excl_luc,1.9221591983464674,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2744,Eggs,All systems,kg_co2_luc_feed_soy,6.098816575912334,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2744,Eggs,All systems,kg_co2e_excl_luc,9.883463718786414,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.006908402927376702,"FAO, 2017. GLEAM-i v2.0 revision 3."
10,Australia,Oceania,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,1.889324821220037,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,0.11003419275858295,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2731,Bovine Meat,All systems,kg_co2e_excl_luc,20.33172397456642,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2732,Mutton & Goat Meat,All systems,kg_co2_luc_feed_soy,0.024725766895588776,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,20.892053964547088,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2733,Pigmeat,All systems,kg_co2_luc_feed_palm,0.004514978069835275,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2733,Pigmeat,All systems,kg_co2_luc_feed_soy,0.34021389088004134,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2733,Pigmeat,All systems,kg_co2e_excl_luc,5.275511466881024,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.07489771874219871,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2734,Poultry Meat,All systems,kg_co2e_excl_luc,1.5494325743972814,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2744,Eggs,All systems,kg_co2_luc_feed_soy,0.09022528759482598,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2744,Eggs,All systems,kg_co2e_excl_luc,1.866518793649474,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2848,Milk - Excluding Butter,All systems,kg_co2_luc_feed_soy,0.008758767293229653,"FAO, 2017. GLEAM-i v2.0 revision 3."
11,Austria,Western Europe,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,1.6253284343008338,"FAO, 2017. GLEAM-i v2.0 revision 3."
12,Bahamas,Latin America and the Caribbean,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,15.875680830899045,"FAO, 2017. GLEAM-i v2.0 revision 3."
12,Bahamas,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.21820707101132664,"FAO, 2017. GLEAM-i v2.0 revision 3."
12,Bahamas,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2e_excl_luc,9.759473255696546,"FAO, 2017. GLEAM-i v2.0 revision 3."
12,Bahamas,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2_luc_feed_soy,1.1061477400982764,"FAO, 2017. GLEAM-i v2.0 revision 3."
12,Bahamas,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2e_excl_luc,49.47327891944407,"FAO, 2017. GLEAM-i v2.0 revision 3."
12,Bahamas,Latin America and the Caribbean,2848,Milk - Excluding Butter,All systems,kg_co2e_excl_luc,2.0746808879325402,"FAO, 2017. GLEAM-i v2.0 revision 3."
13,Bahrain,Near East and North Africa,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,36.75418342999311,"FAO, 2017. GLEAM-i v2.0 revision 3."
13,Bahrain,Near East and North Africa,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.004649366882715182,"FAO, 2017. GLEAM-i v2.0 revision 3."
13,Bahrain,Near East and North Africa,2734,Poultry Meat,All systems,kg_co2e_excl_luc,0.26214611182581726,"FAO, 2017. GLEAM-i v2.0 revision 3."
13,Bahrain,Near East and North Africa,2744,Eggs,All systems,kg_co2_luc_feed_soy,0.009913526330949014,"FAO, 2017. GLEAM-i v2.0 revision 3."
13,Bahrain,Near East and North Africa,2744,Eggs,All systems,kg_co2e_excl_luc,0.5589561864439222,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2732,Mutton & Goat Meat,All systems,kg_co2e_excl_luc,16.64545992632804,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2_luc_feed_palm,0.004950034134733055,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2_luc_feed_soy,0.23350732001252725,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2733,Pigmeat,All systems,kg_co2e_excl_luc,4.504872716183562,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2_luc_feed_soy,0.2018618547665696,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2734,Poultry Meat,All systems,kg_co2e_excl_luc,2.4182201662624934,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2_luc_feed_soy,1.2688762269334533,"FAO, 2017. GLEAM-i v2.0 revision 3."
14,Barbados,Latin America and the Caribbean,2744,Eggs,All systems,kg_co2e_excl_luc,15.200603818932626,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2731,Bovine Meat,All systems,kg_co2_luc_feed_palm,0.019334947099958994,"FAO, 2017. GLEAM-i v2.0 revision 3."
16,Bangladesh,South Asia,2731,Bovine Meat,All systems,kg_co2_luc_feed_soy,0.04983188897045313,"FAO, 2017. GLEAM-i v2.0 revision 3."
