item_index,item,footprint,footprint_type
Mali,Mutton & Goat Meat,97.87473400377357,abx
Mali,Pigmeat,38.04991668242313,abx
Mali,Poultry Meat,3.9358631064928966,abx
Malta,Bovine Meat,93.03960304,abx
Malta,Mutton & Goat Meat,262.1986048169811,abx
Malta,Pigmeat,134.59641393466669,abx
Malta,Poultry Meat,39.35850751875784,abx
Marshall Islands,Bovine Meat,222.11759606314973,abx
Marshall Islands,Mutton & Goat Meat,681.5694554056603,abx
Marshall Islands,Pigmeat,255.9111342898593,abx
Marshall Islands,Poultry Meat,75.91346447213567,abx
Martinique,Bovine Meat,102.51942941914976,abx
Martinique,Mutton & Goat Meat,777.3906488,abx
Mauritania,Bovine Meat,41.85109021114976,abx
Mauritania,Mutton & Goat Meat,97.87473400377357,abx
Mauritania,Pigmeat,73.30152828799999,abx
Mauritania,Poultry Meat,8.122181067008771,abx
Mauritius,Bovine Meat,35.356207669149754,abx
Mauritius,Mutton & Goat Meat,97.87473400377357,abx
Mauritius,Pigmeat,17.80356106839811,abx
Mauritius,Poultry Meat,14.274160708216868,abx
Mayotte,Bovine Meat,41.85109021114976,abx
Mayotte,Mutton & Goat Meat,97.87473400377357,abx
Mayotte,Pigmeat,73.30152828799999,abx
Mexico,Bovine Meat,101.59908800538932,abx
Mexico,Mutton & Goat Meat,777.3906488,abx
Mexico,Pigmeat,207.9630046052946,abx
Mexico,Poultry Meat,46.93431717766345,abx
Micronesia (Federated States of),Bovine Meat,222.11759606314973,abx
Micronesia (Federated States of),Mutton & Goat Meat,681.5694554056603,abx
Micronesia (Federated States of),Pigmeat,172.3222837751195,abx
Micronesia (Federated States of),Poultry Meat,60.34922167715333,abx
Monaco,Bovine Meat,135.22841920114973,abx
Monaco,Mutton & Goat Meat,343.8313571943396,abx
Mongolia,Bovine Meat,224.9261717001723,abx
Mongolia,Mutton & Goat Meat,681.5694554056603,abx
Mongolia,Pigmeat,391.2872492482471,abx
Mongolia,Poultry Meat,85.51861653772707,abx
Montenegro,Bovine Meat,137.3329922570553,abx
Montenegro,Mutton & Goat Meat,344.16093908781625,abx
Montenegro,Pigmeat,87.60048401300533,abx
Montenegro,Poultry Meat,52.13075997990959,abx
Montserrat,Bovine Meat,102.51942941914976,abx
Montserrat,Mutton & Goat Meat,777.3906488,abx
Morocco,Bovine Meat,34.11557912863957,abx
Morocco,Mutton & Goat Meat,97.87473400377357,abx
Morocco,Pigmeat,48.750959729167455,abx
Morocco,Poultry Meat,12.048572932078216,abx
Mozambique,Bovine Meat,42.157720310043445,abx
Mozambique,Mutton & Goat Meat,97.87473400377357,abx
Mozambique,Pigmeat,21.90252524997217,abx
Mozambique,Poultry Meat,4.642224725719825,abx
Myanmar,Bovine Meat,227.83322890437566,abx
Myanmar,Mutton & Goat Meat,681.5694554056603,abx
Myanmar,Pigmeat,112.9238607281628,abx
Myanmar,Poultry Meat,32.19693129560567,abx
Namibia,Bovine Meat,42.45025754104035,abx
Namibia,Mutton & Goat Meat,97.87473400377357,abx
Namibia,Pigmeat,35.253879411138975,abx
Namibia,Poultry Meat,8.333807091380244,abx
Nauru,Bovine Meat,222.11759606314973,abx
Nauru,Mutton & Goat Meat,681.5694554056603,abx
Nauru,Pigmeat,397.04475254484964,abx
Nauru,Poultry Meat,84.99504798492119,abx
Nepal,Bovine Meat,226.32758289714974,abx
Nepal,Mutton & Goat Meat,681.5694554056603,abx
Nepal,Pigmeat,255.24977878181437,abx
Nepal,Poultry Meat,76.40830673347611,abx
Netherlands,Bovine Meat,81.62783522199999,abx
Netherlands,Mutton & Goat Meat,81.34385771320754,abx
Netherlands,Pigmeat,28.168828480000002,abx
Netherlands,Poultry Meat,8.346385295319445,abx
Netherlands Antilles (former),Bovine Meat,102.51942941914976,abx
Netherlands Antilles (former),Mutton & Goat Meat,777.3906488,abx
New Caledonia,Bovine Meat,222.11759606314973,abx
New Caledonia,Mutton & Goat Meat,681.5694554056603,abx
New Zealand,Bovine Meat,10.30439463081575,abx
New Zealand,Mutton & Goat Meat,38.7141090001979,abx
New Zealand,Pigmeat,25.242452293918852,abx
New Zealand,Poultry Meat,3.9900227368079406,abx
Nicaragua,Bovine Meat,102.7625028242964,abx
Nicaragua,Mutton & Goat Meat,777.3906488,abx
Nicaragua,Pigmeat,203.5388182486511,abx
Nicaragua,Poultry Meat,41.87588511088694,abx
Niger,Bovine Meat,42.92096046314976,abx
Niger,Mutton & Goat Meat,97.87473400377357,abx
Niger,Pigmeat,35.31173949221436,abx
