fbs_item_code,fbs_item,footprint_type,country_code,country,gleam_region,country_footprint,region_footprint,world_footprint,footprint,geographic_resolution,approved,feed_1000_mt,feed_kg,footprint_mg_country_total
2601,Tomatoes and products,mg_abx_oxytetracycline,4,Algeria,Near East and North Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,4,Algeria,Near East and North Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,7,Angola,Sub-Saharan Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,7,Angola,Sub-Saharan Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,7,Angola,Sub-Saharan Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,8,Antigua and Barbuda,Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,8,Antigua and Barbuda,Latin America and the Caribbean,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,8,Antigua and Barbuda,Latin America and the Caribbean,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,9,Argentina,Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,9,Argentina,Latin America and the Caribbean,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,9,Argentina,Latin America and the Caribbean,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,10,Australia,Oceania,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,10,Australia,Oceania,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,10,Australia,Oceania,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,11,Austria,Western Europe,,,0.0,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,11,Austria,Western Europe,,,4.19244364438645e-06,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,11,Austria,Western Europe,,,0.0009490644299979,0.0009490644299979,world,yes,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,12,Bahamas,Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,12,Bahamas,Latin America and the Caribbean,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,12,Bahamas,Latin America and the Caribbean,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,14,Barbados,Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,14,Barbados,Latin America and the Caribbean,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,14,Barbados,Latin America and the Caribbean,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,16,Bangladesh,South Asia,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,16,Bangladesh,South Asia,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,16,Bangladesh,South Asia,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,19,Bolivia (Plurinational State of),Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,19,Bolivia (Plurinational State of),Latin America and the Caribbean,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,19,Bolivia (Plurinational State of),Latin America and the Caribbean,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,20,Botswana,Sub-Saharan Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,20,Botswana,Sub-Saharan Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,20,Botswana,Sub-Saharan Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,21,Brazil,Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,21,Brazil,Latin America and the Caribbean,,,4.19244364438645e-06,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,21,Brazil,Latin America and the Caribbean,,,0.0009490644299979,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,23,Belize,Latin America and the Caribbean,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,23,Belize,Latin America and the Caribbean,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,23,Belize,Latin America and the Caribbean,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,25,Solomon Islands,Oceania,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,25,Solomon Islands,Oceania,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,25,Solomon Islands,Oceania,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,27,Bulgaria,Eastern Europe,,,0.0,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,27,Bulgaria,Eastern Europe,,,4.19244364438645e-06,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,27,Bulgaria,Eastern Europe,,,0.0009490644299979,0.0,world,no,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,28,Myanmar,East Asia and Southeast Asia,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,28,Myanmar,East Asia and Southeast Asia,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,28,Myanmar,East Asia and Southeast Asia,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,29,Burundi,Sub-Saharan Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,29,Burundi,Sub-Saharan Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,29,Burundi,Sub-Saharan Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_kasugamycin,32,Cameroon,Sub-Saharan Africa,,,0.0,0.0,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_oxytetracycline,32,Cameroon,Sub-Saharan Africa,,,4.19244364438645e-06,4.19244364438645e-06,world,n.d.,0.0,0.0,0.0
2601,Tomatoes and products,mg_abx_streptomycin,32,Cameroon,Sub-Saharan Africa,,,0.0009490644299979,0.0009490644299979,world,n.d.,0.0,0.0,0.0
