country_code,country,fbs_item_code,fbs_item,schar_freshwater_item,Aquaculture production (brackishwater),Aquaculture production (freshwater),Aquaculture production (marine),Capture production,mt_production_aqua,mt_production_total
73,Georgia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,12858.49,0.0,12858.49
73,Georgia,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,31.86,0.0,31.86
73,Georgia,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
74,Gabon,2761.0,Freshwater Fish,catfish,0.0,5.0,0.0,10380.0,5.0,10385.0
74,Gabon,2761.0,Freshwater Fish,tilapia,0.0,40.0,0.0,473.0,40.0,513.0
74,Gabon,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,8899.0,0.0,8899.0
74,Gabon,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,7681.0,0.0,7681.0
74,Gabon,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,990.0,0.0,990.0
74,Gabon,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,228.0,0.0,228.0
74,Gabon,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,349.0,0.0,349.0
74,Gabon,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
75,Gambia,2761.0,Freshwater Fish,catfish,0.0,3.0,0.0,790.07,3.0,793.07
75,Gambia,2761.0,Freshwater Fish,tilapia,0.0,12.0,0.0,1814.03,12.0,1826.03
75,Gambia,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,17282.22,0.0,17282.22
75,Gambia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,32448.18,0.0,32448.18
75,Gambia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1433.83,0.0,1433.83
75,Gambia,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,1557.96,0.0,1557.96
75,Gambia,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,732.29,0.0,732.29
75,Gambia,2767.0,"Molluscs, Other",non_freshwater,20.0,0.0,0.0,140.08,20.0,160.08
79,Germany,2761.0,Freshwater Fish,catfish,0.0,2089.0,0.0,15683.4,2089.0,17772.4
79,Germany,2761.0,Freshwater Fish,diadromous_avg,0.0,10393.0,0.0,332.09999999999997,10393.0,10725.1
79,Germany,2761.0,Freshwater Fish,non_freshwater,0.0,6124.0,0.0,2468.0,6124.0,8592.0
79,Germany,2761.0,Freshwater Fish,tilapia,0.0,9.0,0.0,0.0,9.0,9.0
79,Germany,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,79269.0,0.0,79269.0
79,Germany,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,116666.0,0.0,116666.0
79,Germany,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,4.0,0.0,4.0
79,Germany,2765.0,Crustaceans,non_freshwater,0.0,0.0,24.0,9931.3,24.0,9955.3
79,Germany,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,41.0,0.0,41.0
79,Germany,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,22117.0,0.0,22117.0,22117.0
79,Germany,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
80,Bosnia and Herzegovina,2761.0,Freshwater Fish,catfish,0.0,30.0,0.0,300.0,30.0,330.0
80,Bosnia and Herzegovina,2761.0,Freshwater Fish,diadromous_avg,0.0,3503.2,0.0,0.0,3503.2,3503.2
80,Bosnia and Herzegovina,2761.0,Freshwater Fish,non_freshwater,0.0,248.6,0.0,0.0,248.6,248.6
80,Bosnia and Herzegovina,2762.0,Demersal Fish,non_freshwater,0.0,0.0,175.6,0.0,175.6,175.6
80,Bosnia and Herzegovina,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,5.0,0.0,5.0
80,Bosnia and Herzegovina,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
81,Ghana,2761.0,Freshwater Fish,catfish,0.0,6590.0,0.0,90000.0,6590.0,96590.0
81,Ghana,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,2909.49,0.0,2909.49
81,Ghana,2761.0,Freshwater Fish,tilapia,0.0,45760.0,0.0,0.0,45760.0,45760.0
81,Ghana,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,55582.54,0.0,55582.54
81,Ghana,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,228747.94,0.0,228747.94
81,Ghana,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,12233.21,0.0,12233.21
81,Ghana,2765.0,Crustaceans,non_freshwater,10.0,0.0,0.0,603.46,10.0,613.46
81,Ghana,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,3057.81,0.0,3057.81
82,Gibraltar,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1.0,0.0,1.0
83,Kiribati,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
83,Kiribati,2761.0,Freshwater Fish,non_freshwater,2.0,0.0,0.0,2.0,2.0,4.0
83,Kiribati,2761.0,Freshwater Fish,tilapia,0.0,0.0,0.0,0.0,0.0,0.0
83,Kiribati,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,1636.0,0.0,1636.0
83,Kiribati,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,222926.0,0.0,222926.0
83,Kiribati,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,430.0,0.0,430.0
83,Kiribati,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,20.0,0.0,20.0
83,Kiribati,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,1.0,0.0,1.0
83,Kiribati,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,20.0,0.0,20.0
83,Kiribati,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
83,Kiribati,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,3650.0,0.0,3650.0,3650.0
84,Greece,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,220.0,0.0,220.0
84,Greece,2761.0,Freshwater Fish,diadromous_avg,0.0,1897.9,0.0,22.0,1897.9,1919.9
84,Greece,2761.0,Freshwater Fish,non_freshwater,18.5,398.06,0.0,486.0,416.56,902.56
84,Greece,2762.0,Demersal Fish,non_freshwater,417.1,0.0,101989.8,21988.0,102406.90000000001,124394.90000000001
84,Greece,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,20.6,40591.0,20.6,40611.6
84,Greece,2764.0,"Marine Fish, Other",non_freshwater,131.9,0.0,0.0,4948.0,131.9,5079.9
84,Greece,2765.0,Crustaceans,non_freshwater,108.82,0.0,0.0,6328.0,108.82,6436.82
84,Greece,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,7303.0,0.0,7303.0
84,Greece,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,23696.6,1203.0,23696.6,24899.6
84,Greece,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
84,Greece,2775.0,Aquatic Plants,non_freshwater,0.0,142.3,0.0,0.0,142.3,142.3
85,Greenland,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
85,Greenland,2761.0,Freshwater Fish,diadromous_avg,0.0,0.0,0.0,10.0,0.0,10.0
85,Greenland,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,115069.0,0.0,115069.0
85,Greenland,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,45952.0,0.0,45952.0
85,Greenland,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,698.0,0.0,698.0
85,Greenland,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,102801.0,0.0,102801.0
85,Greenland,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,649.0,0.0,649.0
86,Grenada,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
86,Grenada,2761.0,Freshwater Fish,tilapia,0.0,0.5,0.0,0.0,0.5,0.5
86,Grenada,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,348.0,0.0,348.0
86,Grenada,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,2194.0,0.0,2194.0
86,Grenada,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,34.0,0.0,34.0
86,Grenada,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,30.0,0.0,30.0
86,Grenada,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
86,Grenada,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,26.0,0.0,26.0
86,Grenada,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,2.0,0.0,2.0
86,Grenada,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,20.0,0.0,20.0,20.0
87,Guadeloupe,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
87,Guadeloupe,2761.0,Freshwater Fish,tilapia,0.0,2.0,0.0,0.0,2.0,2.0
87,Guadeloupe,2762.0,Demersal Fish,non_freshwater,0.0,0.0,20.0,0.0,20.0,20.0
87,Guadeloupe,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,815.0,0.0,815.0
87,Guadeloupe,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,2095.0,0.0,2095.0
87,Guadeloupe,2765.0,Crustaceans,non_freshwater,0.0,2.0,0.0,75.0,2.0,77.0
87,Guadeloupe,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,115.0,0.0,115.0
87,Guadeloupe,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
88,Guam,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
88,Guam,2761.0,Freshwater Fish,non_freshwater,30.0,0.0,0.0,0.0,30.0,30.0
88,Guam,2761.0,Freshwater Fish,tilapia,0.0,70.0,0.0,0.0,70.0,70.0
88,Guam,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,6.0,0.0,6.0
88,Guam,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,316.0,0.0,316.0
88,Guam,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,9.0,0.0,9.0
88,Guam,2765.0,Crustaceans,non_freshwater,10.0,0.0,0.0,1.0,10.0,11.0
88,Guam,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,1.0,0.0,1.0
88,Guam,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
89,Guatemala,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,2250.0,0.0,2250.0
89,Guatemala,2761.0,Freshwater Fish,diadromous_avg,0.0,130.0,0.0,0.0,130.0,130.0
89,Guatemala,2761.0,Freshwater Fish,non_freshwater,0.0,4.0,0.0,0.0,4.0,4.0
89,Guatemala,2761.0,Freshwater Fish,tilapia,0.0,10966.0,0.0,110.0,10966.0,11076.0
89,Guatemala,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,494.0,0.0,494.0
89,Guatemala,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,12593.0,0.0,12593.0
89,Guatemala,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,309.0,0.0,309.0
89,Guatemala,2765.0,Crustaceans,non_freshwater,19500.0,0.0,0.0,970.0,19500.0,20470.0
89,Guatemala,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,3.0,0.0,3.0
89,Guatemala,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,4.0,0.0,4.0
90,Guinea,2761.0,Freshwater Fish,catfish,0.0,354.2,0.0,51699.0,354.2,52053.2
90,Guinea,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,2010.0,0.0,2010.0
90,Guinea,2761.0,Freshwater Fish,tilapia,0.0,452.0,0.0,0.0,452.0,452.0
90,Guinea,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,149134.0,0.0,149134.0
90,Guinea,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,156373.0,0.0,156373.0
90,Guinea,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
90,Guinea,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,632.0,0.0,632.0
90,Guinea,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,2345.0,0.0,2345.0
91,Guyana,2761.0,Freshwater Fish,catfish,14.48,34.93,0.0,700.0,49.41,749.41
91,Guyana,2761.0,Freshwater Fish,tilapia,0.0,3.58,0.0,0.0,3.58,3.58
91,Guyana,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,2510.0,0.0,2510.0
91,Guyana,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,1463.0,0.0,1463.0
91,Guyana,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,18606.0,0.0,18606.0
91,Guyana,2765.0,Crustaceans,non_freshwater,190.03,0.0,0.0,15808.0,190.03,15998.03
93,Haiti,2761.0,Freshwater Fish,catfish,0.0,105.0,0.0,600.0,105.0,705.0
93,Haiti,2761.0,Freshwater Fish,non_freshwater,0.0,55.0,0.0,0.0,55.0,55.0
93,Haiti,2761.0,Freshwater Fish,tilapia,0.0,1400.0,0.0,0.0,1400.0,1400.0
93,Haiti,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,15130.0,0.0,15130.0
93,Haiti,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,550.0,0.0,550.0
93,Haiti,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,50.0,0.0,50.0
93,Haiti,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,20.0,0.0,20.0
95,Honduras,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,600.0,0.0,600.0
95,Honduras,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
95,Honduras,2761.0,Freshwater Fish,tilapia,0.0,36000.0,0.0,0.0,36000.0,36000.0
95,Honduras,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
95,Honduras,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
95,Honduras,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,3200.0,0.0,3200.0
95,Honduras,2765.0,Crustaceans,non_freshwater,32100.0,0.0,0.0,7229.0,32100.0,39329.0
95,Honduras,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
95,Honduras,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,450.0,0.0,450.0
95,Honduras,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,433.0,0.0,433.0
96,"China, Hong Kong SAR",2761.0,Freshwater Fish,catfish,0.0,23.0,0.0,0.0,23.0,23.0
96,"China, Hong Kong SAR",2761.0,Freshwater Fish,non_freshwater,0.0,1068.0,0.0,0.0,1068.0,1068.0
96,"China, Hong Kong SAR",2761.0,Freshwater Fish,tilapia,0.0,203.0,0.0,0.0,203.0,203.0
96,"China, Hong Kong SAR",2762.0,Demersal Fish,non_freshwater,0.0,984.0,236.0,26325.0,1220.0,27545.0
96,"China, Hong Kong SAR",2763.0,Pelagic Fish,non_freshwater,0.0,0.0,83.0,11829.0,83.0,11912.0
96,"China, Hong Kong SAR",2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,570.0,73820.0,570.0,74390.0
96,"China, Hong Kong SAR",2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,4405.0,0.0,4405.0
96,"China, Hong Kong SAR",2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,6080.0,0.0,6080.0
96,"China, Hong Kong SAR",2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,620.1,470.0,620.1,1090.1
96,"China, Hong Kong SAR",2775.0,Aquatic Plants,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
97,Hungary,2761.0,Freshwater Fish,catfish,0.0,4309.1900000000005,0.0,1194.0,4309.1900000000005,5503.1900000000005
97,Hungary,2761.0,Freshwater Fish,diadromous_avg,0.0,76.38,0.0,0.0,76.38,76.38
97,Hungary,2761.0,Freshwater Fish,non_freshwater,0.0,12897.740000000002,0.0,3622.0,12897.740000000002,16519.74
97,Hungary,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
98,Croatia,2761.0,Freshwater Fish,catfish,0.0,123.0,0.0,255.0,123.0,378.0
98,Croatia,2761.0,Freshwater Fish,diadromous_avg,0.0,335.0,0.0,2.0,335.0,337.0
98,Croatia,2761.0,Freshwater Fish,non_freshwater,0.0,3062.0,0.0,306.0,3062.0,3368.0
98,Croatia,2762.0,Demersal Fish,non_freshwater,0.0,0.0,13550.0,3291.0,13550.0,16841.0
98,Croatia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,1370.0,58385.0,1370.0,59755.0
98,Croatia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,67.0,0.0,67.0
98,Croatia,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,1022.0,0.0,1022.0
98,Croatia,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,780.0,0.0,780.0
98,Croatia,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,1005.0,270.0,1005.0,1275.0
98,Croatia,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,201.45,0.0,201.45
99,Iceland,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
99,Iceland,2761.0,Freshwater Fish,diadromous_avg,33279.0,299.0,0.0,119.0,33578.0,33697.0
99,Iceland,2761.0,Freshwater Fish,tilapia,0.0,0.0,0.0,0.0,0.0,0.0
99,Iceland,2762.0,Demersal Fish,non_freshwater,377.0,0.0,3.8,694241.0,380.8,694621.8
99,Iceland,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,201019.0,0.0,201019.0
99,Iceland,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
99,Iceland,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,3189.0,0.0,3189.0
99,Iceland,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,17.0,0.0,17.0
99,Iceland,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,893.0,0.0,893.0
99,Iceland,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,5951.0,0.0,5951.0
99,Iceland,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,0.0,17533.0,0.0,17533.0
100,India,2761.0,Freshwater Fish,catfish,0.0,1736222.0,0.0,971198.8300000001,1736222.0,2707420.83
100,India,2761.0,Freshwater Fish,diadromous_avg,0.0,870.0,0.0,0.0,870.0,870.0
100,India,2761.0,Freshwater Fish,non_freshwater,4400.0,5151300.0,0.0,752117.9900000001,5155700.0,5907817.99
100,India,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,1172712.02,0.0,1172712.02
100,India,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,1565983.46,0.0,1565983.46
100,India,2764.0,"Marine Fish, Other",non_freshwater,113000.0,0.0,0.0,156332.65,113000.0,269332.65
100,India,2765.0,Crustaceans,non_freshwater,767506.0,8702.0,0.0,504844.42000000004,776208.0,1281052.42
100,India,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,217699.0,0.0,217699.0
100,India,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,13000.0,123649.64,13000.0,136649.64
100,India,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
100,India,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,5300.0,18399.99,5300.0,23699.99
101,Indonesia,2761.0,Freshwater Fish,catfish,200.0,1831500.0,0.0,347155.0,1831700.0,2178855.0
101,Indonesia,2761.0,Freshwater Fish,non_freshwater,991100.0,795300.0,6400.0,169780.0,1792800.0,1962580.0
101,Indonesia,2761.0,Freshwater Fish,tilapia,90200.0,1166800.0,0.0,70450.0,1257000.0,1327450.0
101,Indonesia,2762.0,Demersal Fish,non_freshwater,17700.0,0.0,10200.0,1548490.0,27900.0,1576390.0
101,Indonesia,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,3417545.0,0.0,3417545.0
101,Indonesia,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,3600.0,960290.0,3600.0,963890.0
101,Indonesia,2765.0,Crustaceans,non_freshwater,943100.0,34000.0,700.0,524930.0,977800.0,1502730.0
101,Indonesia,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,251890.0,0.0,251890.0
101,Indonesia,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,58400.0,73990.0,58400.0,132390.0
101,Indonesia,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,400.0,25400.0,142770.0,25800.0,168570.0
101,Indonesia,2775.0,Aquatic Plants,non_freshwater,123000.0,0.0,9795400.0,44500.0,9918400.0,9962900.0
102,Iran (Islamic Republic of),2761.0,Freshwater Fish,catfish,0.0,760.0,0.0,1120.0,760.0,1880.0
102,Iran (Islamic Republic of),2761.0,Freshwater Fish,diadromous_avg,7250.0,198800.0,0.0,10.0,206050.0,206060.0
102,Iran (Islamic Republic of),2761.0,Freshwater Fish,non_freshwater,0.0,218180.0,0.0,98820.0,218180.0,317000.0
102,Iran (Islamic Republic of),2762.0,Demersal Fish,non_freshwater,0.0,0.0,8960.0,110984.0,8960.0,119944.0
102,Iran (Islamic Republic of),2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,522784.0,0.0,522784.0
102,Iran (Islamic Republic of),2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,16000.0,27455.0,16000.0,43455.0
102,Iran (Islamic Republic of),2765.0,Crustaceans,non_freshwater,55000.0,50.0,0.0,12600.0,55050.0,67650.0
102,Iran (Islamic Republic of),2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,3965.0,0.0,3965.0
102,Iran (Islamic Republic of),2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
102,Iran (Islamic Republic of),2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,2105.0,0.0,2105.0
103,Iraq,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,4173.0,0.0,4173.0
103,Iraq,2761.0,Freshwater Fish,non_freshwater,0.0,22269.0,0.0,21465.0,22269.0,43734.0
103,Iraq,2761.0,Freshwater Fish,tilapia,0.0,0.0,0.0,2045.0,0.0,2045.0
103,Iraq,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,8021.0,0.0,8021.0
103,Iraq,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,1680.0,0.0,1680.0
103,Iraq,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1060.0,0.0,1060.0
103,Iraq,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,1625.0,0.0,1625.0
104,Ireland,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,0.0,0.0,0.0
104,Ireland,2761.0,Freshwater Fish,diadromous_avg,0.0,608.0,11333.0,85.0,11941.0,12026.0
104,Ireland,2761.0,Freshwater Fish,non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
104,Ireland,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,58602.759999999995,0.0,58602.759999999995
104,Ireland,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,121288.98,0.0,121288.98
104,Ireland,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,81.91,0.0,81.91
104,Ireland,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,17626.28,0.0,17626.28
104,Ireland,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,1889.4199999999998,0.0,1889.4199999999998
104,Ireland,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,25900.0,9363.1,25900.0,35263.1
104,Ireland,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,30.7,6.12,30.7,36.82
104,Ireland,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,42.0,29500.0,42.0,29542.0
105,Israel,2761.0,Freshwater Fish,catfish,0.0,515.0,0.0,0.0,515.0,515.0
105,Israel,2761.0,Freshwater Fish,diadromous_avg,0.0,400.0,0.0,0.0,400.0,400.0
105,Israel,2761.0,Freshwater Fish,non_freshwater,100.0,4090.0,0.0,255.0,4190.0,4445.0
105,Israel,2761.0,Freshwater Fish,tilapia,0.0,6500.0,0.0,261.0,6500.0,6761.0
105,Israel,2762.0,Demersal Fish,non_freshwater,470.0,1900.0,2920.0,1045.0,5290.0,6335.0
105,Israel,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,275.0,0.0,275.0
105,Israel,2764.0,"Marine Fish, Other",non_freshwater,55.0,0.0,0.0,55.0,55.0,110.0
105,Israel,2765.0,Crustaceans,non_freshwater,0.0,0.0,0.0,10.0,0.0,10.0
105,Israel,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,145.0,0.0,145.0
105,Israel,2767.0,"Molluscs, Other",non_freshwater,0.0,0.0,0.0,0.0,0.0,0.0
106,Italy,2761.0,Freshwater Fish,catfish,0.0,567.0,0.0,2750.0,567.0,3317.0
106,Italy,2761.0,Freshwater Fish,diadromous_avg,0.0,34480.0,0.0,650.0,34480.0,35130.0
106,Italy,2761.0,Freshwater Fish,non_freshwater,60.0,1901.0,0.0,401.0,1961.0,2362.0
106,Italy,2761.0,Freshwater Fish,tilapia,0.0,20.0,0.0,0.0,20.0,20.0
106,Italy,2762.0,Demersal Fish,non_freshwater,465.0,0.0,12935.0,31882.0,13400.0,45282.0
106,Italy,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,85986.0,0.0,85986.0
106,Italy,2764.0,"Marine Fish, Other",non_freshwater,0.0,0.0,0.0,1330.0,0.0,1330.0
106,Italy,2765.0,Crustaceans,non_freshwater,1.8,0.0,0.0,20706.0,1.8,20707.8
106,Italy,2766.0,Cephalopods,non_freshwater,0.0,0.0,0.0,18225.0,0.0,18225.0
106,Italy,2767.0,"Molluscs, Other",non_freshwater,31170.0,0.0,62000.0,22410.0,93170.0,115580.0
106,Italy,2769.0,"Aquatic Animals, Others",non_freshwater,0.0,0.0,0.0,109.0,0.0,109.0
106,Italy,2775.0,Aquatic Plants,non_freshwater,0.0,0.0,0.0,1200.0,0.0,1200.0
108,Kazakhstan,2761.0,Freshwater Fish,catfish,0.0,1684.54,0.0,13556.71,1684.54,15241.25
108,Kazakhstan,2761.0,Freshwater Fish,diadromous_avg,0.0,1006.6800000000001,0.0,94.89,1006.6800000000001,1101.5700000000002
108,Kazakhstan,2761.0,Freshwater Fish,non_freshwater,0.0,4241.87,0.0,28403.71,4241.87,32645.579999999998
108,Kazakhstan,2762.0,Demersal Fish,non_freshwater,0.0,0.0,0.0,970.63,0.0,970.63
108,Kazakhstan,2763.0,Pelagic Fish,non_freshwater,0.0,0.0,0.0,2618.66,0.0,2618.66
109,Jamaica,2761.0,Freshwater Fish,catfish,0.0,0.0,0.0,1146.0,0.0,1146.0
109,Jamaica,2761.0,Freshwater Fish,non_freshwater,0.0,2.0,0.0,0.0,2.0,2.0
