country_iso_code,fbs_item,system,proportion_est,proportion_obs,proportion
HTI,Pigmeat,intensive,0.18002762185620524,,0.18002762185620524
HUN,Pigmeat,intensive,0.9841051191297058,0.863,0.863
IBD,Pigmeat,intensive,0.8562120196556764,,0.8562120196556764
IBT,Pigmeat,intensive,0.7735751757486109,,0.7735751757486109
IDA,Pigmeat,intensive,0.23882332398339012,,0.23882332398339012
IDB,Pigmeat,intensive,0.345014321297449,,0.345014321297449
IDN,Pigmeat,intensive,0.7996792651092435,,0.7996792651092435
IDX,Pigmeat,intensive,0.19628171241561332,,0.19628171241561332
IND,Pigmeat,intensive,0.4844620611959142,0.22999999999999998,0.22999999999999998
IRL,Pigmeat,intensive,0.9991706484355347,0.999,0.999
IRN,Pigmeat,intensive,0.8803279920838332,1.0,1.0
IRQ,Pigmeat,intensive,0.662518380402815,1.0,1.0
ISL,Pigmeat,intensive,0.995356577605804,1.0,1.0
ISR,Pigmeat,intensive,0.9911931521524802,,0.9911931521524802
ITA,Pigmeat,intensive,0.9911199826213485,0.994,0.994
JAM,Pigmeat,intensive,0.6996005265626022,0.43999999999999995,0.43999999999999995
JOR,Pigmeat,intensive,0.678301205833717,1.0,1.0
JPN,Pigmeat,intensive,0.990447874711732,,0.990447874711732
KAZ,Pigmeat,intensive,0.9694329708545455,,0.9694329708545455
KEN,Pigmeat,intensive,0.3187178558371857,0.43999999999999995,0.43999999999999995
KGZ,Pigmeat,intensive,0.32500598344858733,,0.32500598344858733
KHM,Pigmeat,intensive,0.2853324072447796,0.19999999999999996,0.19999999999999996
KIR,Pigmeat,intensive,0.1395830710675161,,0.1395830710675161
KNA,Pigmeat,intensive,0.9705347186917792,,0.9705347186917792
KOR,Pigmeat,intensive,0.9922880376102693,1.0,1.0
LAC,Pigmeat,intensive,0.8819458579871974,,0.8819458579871974
LAO,Pigmeat,intensive,0.586282879420333,0.15000000000000002,0.15000000000000002
LBN,Pigmeat,intensive,0.8344326522825838,,0.8344326522825838
LBR,Pigmeat,intensive,0.12653564268675033,,0.12653564268675033
LBY,Pigmeat,intensive,0.9525229027710972,1.0,1.0
LCA,Pigmeat,intensive,0.8363175563372741,,0.8363175563372741
LCN,Pigmeat,intensive,0.8934605105429463,,0.8934605105429463
LDC,Pigmeat,intensive,0.1908823677065481,,0.1908823677065481
LIC,Pigmeat,intensive,0.140208758063452,,0.140208758063452
LKA,Pigmeat,intensive,0.8452767744455733,0.4,0.4
LMC,Pigmeat,intensive,0.5390873616203362,,0.5390873616203362
LMY,Pigmeat,intensive,0.7588224404281139,,0.7588224404281139
LSO,Pigmeat,intensive,0.15249372248676063,0.21999999999999997,0.21999999999999997
LTE,Pigmeat,intensive,0.9270827333576616,,0.9270827333576616
LTU,Pigmeat,intensive,0.9894725279626435,0.8049999999999999,0.8049999999999999
LUX,Pigmeat,intensive,0.9993989825956299,1.0,1.0
LVA,Pigmeat,intensive,0.9820738826619227,0.89,0.89
MAC,Pigmeat,intensive,0.997194169656612,,0.997194169656612
MAR,Pigmeat,intensive,0.6018224880831777,,0.6018224880831777
MDA,Pigmeat,intensive,0.8601242181104265,,0.8601242181104265
MDG,Pigmeat,intensive,0.12734041809478625,0.44999999999999996,0.44999999999999996
MDV,Pigmeat,intensive,0.9297599679817118,1.0,1.0
MEA,Pigmeat,intensive,0.8935281307578349,,0.8935281307578349
MEX,Pigmeat,intensive,0.9326243594097046,0.5,0.5
MHL,Pigmeat,intensive,0.4285428514398619,,0.4285428514398619
MIC,Pigmeat,intensive,0.80084009054295,,0.80084009054295
MKD,Pigmeat,intensive,0.9037231054293845,,0.9037231054293845
MLI,Pigmeat,intensive,0.1457945633664246,0.4,0.4
MLT,Pigmeat,intensive,0.9924809490901849,1.0,1.0
MMR,Pigmeat,intensive,0.25908196878345324,0.04999999999999993,0.04999999999999993
MNA,Pigmeat,intensive,0.7414733338000179,,0.7414733338000179
MNE,Pigmeat,intensive,0.9442515966136201,0.2909999999999999,0.2909999999999999
MNG,Pigmeat,intensive,0.7929478886343263,,0.7929478886343263
MOZ,Pigmeat,intensive,0.12312152726581416,,0.12312152726581416
MRT,Pigmeat,intensive,0.3691666517955483,1.0,1.0
MUS,Pigmeat,intensive,0.9466475839539923,0.0,0.0
MWI,Pigmeat,intensive,0.12790902689781847,0.13,0.13
MYS,Pigmeat,intensive,0.9700931374499032,1.0,1.0
NAC,Pigmeat,intensive,0.9968513540388874,,0.9968513540388874
NAM,Pigmeat,intensive,0.6732186179761224,0.35,0.35
NER,Pigmeat,intensive,0.12252154107781021,0.35,0.35
NGA,Pigmeat,intensive,0.33454973936613863,0.08999999999999997,0.08999999999999997
NIC,Pigmeat,intensive,0.39925971683819883,,0.39925971683819883
NLD,Pigmeat,intensive,0.9959865535941466,1.0,1.0
NOR,Pigmeat,intensive,0.9972912387754638,0.999,0.999
NPL,Pigmeat,intensive,0.24352131578122482,0.42000000000000004,0.42000000000000004
NRU,Pigmeat,intensive,0.8027555953461497,,0.8027555953461497
NZL,Pigmeat,intensive,0.9916478954834865,,0.9916478954834865
OED,Pigmeat,intensive,0.9925553264156276,,0.9925553264156276
OMN,Pigmeat,intensive,0.9849418396420506,1.0,1.0
OSS,Pigmeat,intensive,0.9502797200537701,,0.9502797200537701
PAK,Pigmeat,intensive,0.36234184025549643,1.0,1.0
PAN,Pigmeat,intensive,0.976768175262406,0.62,0.62
PER,Pigmeat,intensive,0.8210342098461563,0.010000000000000009,0.010000000000000009
PHL,Pigmeat,intensive,0.604439494638635,0.29000000000000004,0.29000000000000004
PLW,Pigmeat,intensive,0.8550002525465795,,0.8550002525465795
PNG,Pigmeat,intensive,0.2320235391761123,0.020000000000000018,0.020000000000000018
POL,Pigmeat,intensive,0.9856327945604171,0.956,0.956
PRE,Pigmeat,intensive,0.2094282070130783,,0.2094282070130783
PRI,Pigmeat,intensive,0.9828537540626648,,0.9828537540626648
PRT,Pigmeat,intensive,0.9842053673350843,0.952,0.952
PRY,Pigmeat,intensive,0.8526889372780183,0.29999999999999993,0.29999999999999993
PSE,Pigmeat,intensive,0.3996527937844543,,0.3996527937844543
PSS,Pigmeat,intensive,0.42320709719226024,,0.42320709719226024
PST,Pigmeat,intensive,0.9941408781304681,,0.9941408781304681
QAT,Pigmeat,intensive,0.9989216402295475,1.0,1.0
ROU,Pigmeat,intensive,0.9800260355338845,0.44399999999999995,0.44399999999999995
RUS,Pigmeat,intensive,0.9743777636681858,0.62,0.62
RWA,Pigmeat,intensive,0.15024993637547446,,0.15024993637547446
SAS,Pigmeat,intensive,0.4587870955466211,,0.4587870955466211
SAU,Pigmeat,intensive,0.9923371138261614,1.0,1.0
SDN,Pigmeat,intensive,0.23375191049929334,1.0,1.0
SEN,Pigmeat,intensive,0.21906214369405053,0.19999999999999996,0.19999999999999996
SGP,Pigmeat,intensive,0.999242205591956,,0.999242205591956
SLB,Pigmeat,intensive,0.15715128467724215,,0.15715128467724215
SLE,Pigmeat,intensive,0.13067441813379388,,0.13067441813379388
SLV,Pigmeat,intensive,0.6700974884503887,0.47,0.47
SOM,Pigmeat,intensive,0.12182200466935567,,0.12182200466935567
SRB,Pigmeat,intensive,0.938703970055788,,0.938703970055788
SSA,Pigmeat,intensive,0.2347681201077837,,0.2347681201077837
SSF,Pigmeat,intensive,0.23492300780688924,,0.23492300780688924
SST,Pigmeat,intensive,0.936896608830199,,0.936896608830199
STP,Pigmeat,intensive,0.26062888297901377,0.09999999999999998,0.09999999999999998
SUR,Pigmeat,intensive,0.8758551387178183,,0.8758551387178183
SVK,Pigmeat,intensive,0.9817560663707184,0.959,0.959
SVN,Pigmeat,intensive,0.9899708050797502,0.813,0.813
SWE,Pigmeat,intensive,0.9953628300677702,0.999,0.999
SWZ,Pigmeat,intensive,0.6559116311440164,0.21999999999999997,0.21999999999999997
SYC,Pigmeat,intensive,0.9761828670470214,,0.9761828670470214
TCA,Pigmeat,intensive,0.9273894012405643,,0.9273894012405643
TCD,Pigmeat,intensive,0.12657981154989184,0.0,0.0
TEA,Pigmeat,intensive,0.8898151370981578,,0.8898151370981578
TEC,Pigmeat,intensive,0.9627293557862238,,0.9627293557862238
TGO,Pigmeat,intensive,0.1459459271569724,,0.1459459271569724
THA,Pigmeat,intensive,0.9117196528879017,0.8,0.8
TJK,Pigmeat,intensive,0.24897790218021787,,0.24897790218021787
TLA,Pigmeat,intensive,0.8923281654646358,,0.8923281654646358
TLS,Pigmeat,intensive,0.34435438022279863,,0.34435438022279863
TMN,Pigmeat,intensive,0.7441741042458326,,0.7441741042458326
TON,Pigmeat,intensive,0.44481785435646115,,0.44481785435646115
TSA,Pigmeat,intensive,0.4587870955466211,,0.4587870955466211
TSS,Pigmeat,intensive,0.23492300780688924,,0.23492300780688924
TTO,Pigmeat,intensive,0.9579109207130944,,0.9579109207130944
TUN,Pigmeat,intensive,0.7404027795086299,,0.7404027795086299
TUR,Pigmeat,intensive,0.9811461237146923,,0.9811461237146923
TUV,Pigmeat,intensive,0.3346738636601341,,0.3346738636601341
TZA,Pigmeat,intensive,0.1651683142904632,0.91,0.91
UGA,Pigmeat,intensive,0.15054261307254357,,0.15054261307254357
UKR,Pigmeat,intensive,0.8335020963107259,0.36,0.36
UMC,Pigmeat,intensive,0.9242385749886496,,0.9242385749886496
URY,Pigmeat,intensive,0.9567959232683834,0.75,0.75
USA,Pigmeat,intensive,0.9970603815209669,0.99,0.99
UZB,Pigmeat,intensive,0.5778376449370333,,0.5778376449370333
VCT,Pigmeat,intensive,0.8528651519392452,,0.8528651519392452
VNM,Pigmeat,intensive,0.7509675808590012,0.19999999999999996,0.19999999999999996
VUT,Pigmeat,intensive,0.17532058582628618,,0.17532058582628618
WLD,Pigmeat,intensive,0.9107222410324928,,0.9107222410324928
WSM,Pigmeat,intensive,0.3897474026887148,0.19999999999999996,0.19999999999999996
XKX,Pigmeat,intensive,0.8005825012924648,,0.8005825012924648
ZAF,Pigmeat,intensive,0.8433642153093127,,0.8433642153093127
ZMB,Pigmeat,intensive,0.2018386301685019,,0.2018386301685019
ZWE,Pigmeat,intensive,0.14559688312646235,0.5,0.5
ASM,Pigmeat,extensive,,0.14,0.14
KWT,Pigmeat,extensive,,0.0,0.0
MYT,Pigmeat,extensive,,0.0,0.0
SYR,Pigmeat,extensive,,0.0,0.0
YEM,Pigmeat,extensive,,0.0,0.0
SYR,Poultry Meat,extensive,,0.1,0.1
YEM,Poultry Meat,extensive,,0.07,0.07
ASM,Pigmeat,intensive,,0.86,0.86
KWT,Pigmeat,intensive,,1.0,1.0
MYT,Pigmeat,intensive,,1.0,1.0
SYR,Pigmeat,intensive,,1.0,1.0
YEM,Pigmeat,intensive,,1.0,1.0
SYR,Poultry Meat,intensive,,0.9,0.9
YEM,Poultry Meat,intensive,,0.9299999999999999,0.9299999999999999
