species,system,item,attribute,country,value
Sheep,All systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Turks and Caicos islands,0.0
Sheep,All systems,Sheep meat,kg_protein/year,Turks and Caicos islands,0.0
Sheep,All systems,Sheep milk,kg_primary/year,Turks and Caicos islands,0.0
Sheep,All systems,Sheep milk,kg_protein/year,Turks and Caicos islands,0.0
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Sheep,Grassland systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Turks and Caicos islands,0.0
Sheep,Grassland systems,Sheep meat,kg_protein/year,Turks and Caicos islands,0.0
Sheep,Grassland systems,Sheep milk,kg_primary/year,Turks and Caicos islands,0.0
Sheep,Grassland systems,Sheep milk,kg_protein/year,Turks and Caicos islands,0.0
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Sheep,Mixed systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Turks and Caicos islands,0.0
Sheep,Mixed systems,Sheep meat,kg_protein/year,Turks and Caicos islands,0.0
Sheep,Mixed systems,Sheep milk,kg_primary/year,Turks and Caicos islands,0.0
Sheep,Mixed systems,Sheep milk,kg_protein/year,Turks and Caicos islands,0.0
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Goats,All systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Goats,All systems,Goat meat,kg_primary/year,Turks and Caicos islands,0.0
Goats,All systems,Goat meat,kg_protein/year,Turks and Caicos islands,0.0
Goats,All systems,Goat milk,kg_primary/year,Turks and Caicos islands,0.0
Goats,All systems,Goat milk,kg_protein/year,Turks and Caicos islands,0.0
Goats,All systems,Goat milk,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Goats,All systems,Goat meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Goats,Grassland systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Turks and Caicos islands,0.0
Goats,Grassland systems,Goat meat,kg_protein/year,Turks and Caicos islands,0.0
Goats,Grassland systems,Goat milk,kg_primary/year,Turks and Caicos islands,0.0
Goats,Grassland systems,Goat milk,kg_protein/year,Turks and Caicos islands,0.0
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Goats,Mixed systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Turks and Caicos islands,0.0
Goats,Mixed systems,Goat meat,kg_protein/year,Turks and Caicos islands,0.0
Goats,Mixed systems,Goat milk,kg_primary/year,Turks and Caicos islands,0.0
Goats,Mixed systems,Goat milk,kg_protein/year,Turks and Caicos islands,0.0
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Pigs,All systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Pigs,All systems,Pig meat,kg_primary/year,Turks and Caicos islands,0.0
Pigs,All systems,Pig meat,kg_protein/year,Turks and Caicos islands,0.0
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Pigs,Backyard,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Turks and Caicos islands,0.0
Pigs,Backyard,Pig meat,kg_protein/year,Turks and Caicos islands,0.0
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Pigs,Intermediate,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Turks and Caicos islands,0.0
Pigs,Intermediate,Pig meat,kg_protein/year,Turks and Caicos islands,0.0
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Pigs,Industrial,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Turks and Caicos islands,0.0
Pigs,Industrial,Pig meat,kg_protein/year,Turks and Caicos islands,0.0
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,All systems,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Chickens,All systems,Eggs,kg_primary/year,Turks and Caicos islands,0.0
Chickens,All systems,Eggs,kg_protein/year,Turks and Caicos islands,0.0
Chickens,All systems,Chicken meat,kg_primary/year,Turks and Caicos islands,0.0
Chickens,All systems,Chicken meat,kg_protein/year,Turks and Caicos islands,0.0
Chickens,All systems,Eggs,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,Backyard,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Chickens,Backyard,Eggs,kg_primary/year,Turks and Caicos islands,0.0
Chickens,Backyard,Eggs,kg_protein/year,Turks and Caicos islands,0.0
Chickens,Backyard,Chicken meat,kg_primary/year,Turks and Caicos islands,0.0
Chickens,Backyard,Chicken meat,kg_protein/year,Turks and Caicos islands,0.0
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,Layers,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Chickens,Layers,Eggs,kg_primary/year,Turks and Caicos islands,0.0
Chickens,Layers,Eggs,kg_protein/year,Turks and Caicos islands,0.0
Chickens,Layers,Chicken meat,kg_primary/year,Turks and Caicos islands,0.0
Chickens,Layers,Chicken meat,kg_protein/year,Turks and Caicos islands,0.0
Chickens,Layers,Eggs,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,Broilers,All items,system_kg_co2e_total,Turks and Caicos islands,0.0
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Turks and Caicos islands,0.0
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Turks and Caicos islands,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Turks and Caicos islands,0.0
Chickens,Broilers,Eggs,kg_primary/year,Turks and Caicos islands,0.0
Chickens,Broilers,Eggs,kg_protein/year,Turks and Caicos islands,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Turks and Caicos islands,0.0
Chickens,Broilers,Chicken meat,kg_protein/year,Turks and Caicos islands,0.0
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Turks and Caicos islands,0.0
Cattle,All systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Cattle,All systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Cattle,All systems,Cattle meat,kg_primary/year,United States Virgin Islands,0.0
Cattle,All systems,Cattle meat,kg_protein/year,United States Virgin Islands,0.0
Cattle,All systems,Cattle milk,kg_primary/year,United States Virgin Islands,0.0
Cattle,All systems,Cattle milk,kg_protein/year,United States Virgin Islands,0.0
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,Grassland systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,United States Virgin Islands,0.0
Cattle,Grassland systems,Cattle meat,kg_protein/year,United States Virgin Islands,0.0
Cattle,Grassland systems,Cattle milk,kg_primary/year,United States Virgin Islands,0.0
Cattle,Grassland systems,Cattle milk,kg_protein/year,United States Virgin Islands,0.0
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,Mixed systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,United States Virgin Islands,0.0
Cattle,Mixed systems,Cattle meat,kg_protein/year,United States Virgin Islands,0.0
Cattle,Mixed systems,Cattle milk,kg_primary/year,United States Virgin Islands,0.0
Cattle,Mixed systems,Cattle milk,kg_protein/year,United States Virgin Islands,0.0
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,Feedlots,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,United States Virgin Islands,0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,United States Virgin Islands,0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,United States Virgin Islands,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,United States Virgin Islands,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Buffaloes,All systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,United States Virgin Islands,0.0
Buffaloes,All systems,Buffalo meat,kg_protein/year,United States Virgin Islands,0.0
Buffaloes,All systems,Buffalo milk,kg_primary/year,United States Virgin Islands,0.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,United States Virgin Islands,0.0
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Buffaloes,Grassland systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,United States Virgin Islands,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,United States Virgin Islands,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,United States Virgin Islands,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,United States Virgin Islands,0.0
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Buffaloes,Mixed systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,United States Virgin Islands,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,United States Virgin Islands,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,United States Virgin Islands,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,United States Virgin Islands,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Sheep,All systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Sheep,All systems,Sheep meat,kg_primary/year,United States Virgin Islands,0.0
Sheep,All systems,Sheep meat,kg_protein/year,United States Virgin Islands,0.0
Sheep,All systems,Sheep milk,kg_primary/year,United States Virgin Islands,0.0
Sheep,All systems,Sheep milk,kg_protein/year,United States Virgin Islands,0.0
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Sheep,Grassland systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,United States Virgin Islands,0.0
Sheep,Grassland systems,Sheep meat,kg_protein/year,United States Virgin Islands,0.0
Sheep,Grassland systems,Sheep milk,kg_primary/year,United States Virgin Islands,0.0
Sheep,Grassland systems,Sheep milk,kg_protein/year,United States Virgin Islands,0.0
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Sheep,Mixed systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,United States Virgin Islands,0.0
Sheep,Mixed systems,Sheep meat,kg_protein/year,United States Virgin Islands,0.0
Sheep,Mixed systems,Sheep milk,kg_primary/year,United States Virgin Islands,0.0
Sheep,Mixed systems,Sheep milk,kg_protein/year,United States Virgin Islands,0.0
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Goats,All systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Goats,All systems,Goat meat,kg_primary/year,United States Virgin Islands,0.0
Goats,All systems,Goat meat,kg_protein/year,United States Virgin Islands,0.0
Goats,All systems,Goat milk,kg_primary/year,United States Virgin Islands,0.0
Goats,All systems,Goat milk,kg_protein/year,United States Virgin Islands,0.0
Goats,All systems,Goat milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Goats,All systems,Goat meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Goats,Grassland systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,United States Virgin Islands,0.0
Goats,Grassland systems,Goat meat,kg_protein/year,United States Virgin Islands,0.0
Goats,Grassland systems,Goat milk,kg_primary/year,United States Virgin Islands,0.0
Goats,Grassland systems,Goat milk,kg_protein/year,United States Virgin Islands,0.0
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Goats,Mixed systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,United States Virgin Islands,0.0
Goats,Mixed systems,Goat meat,kg_protein/year,United States Virgin Islands,0.0
Goats,Mixed systems,Goat milk,kg_primary/year,United States Virgin Islands,0.0
Goats,Mixed systems,Goat milk,kg_protein/year,United States Virgin Islands,0.0
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,United States Virgin Islands,0.0
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Pigs,All systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Pigs,All systems,Pig meat,kg_primary/year,United States Virgin Islands,0.0
Pigs,All systems,Pig meat,kg_protein/year,United States Virgin Islands,0.0
Pigs,All systems,Pig meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Pigs,Backyard,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Pigs,Backyard,Pig meat,kg_primary/year,United States Virgin Islands,0.0
Pigs,Backyard,Pig meat,kg_protein/year,United States Virgin Islands,0.0
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Pigs,Intermediate,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,United States Virgin Islands,0.0
Pigs,Intermediate,Pig meat,kg_protein/year,United States Virgin Islands,0.0
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Pigs,Industrial,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Pigs,Industrial,Pig meat,kg_primary/year,United States Virgin Islands,0.0
Pigs,Industrial,Pig meat,kg_protein/year,United States Virgin Islands,0.0
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,All systems,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Chickens,All systems,Eggs,kg_primary/year,United States Virgin Islands,0.0
Chickens,All systems,Eggs,kg_protein/year,United States Virgin Islands,0.0
Chickens,All systems,Chicken meat,kg_primary/year,United States Virgin Islands,0.0
Chickens,All systems,Chicken meat,kg_protein/year,United States Virgin Islands,0.0
Chickens,All systems,Eggs,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,Backyard,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Chickens,Backyard,Eggs,kg_primary/year,United States Virgin Islands,0.0
Chickens,Backyard,Eggs,kg_protein/year,United States Virgin Islands,0.0
Chickens,Backyard,Chicken meat,kg_primary/year,United States Virgin Islands,0.0
Chickens,Backyard,Chicken meat,kg_protein/year,United States Virgin Islands,0.0
Chickens,Backyard,Eggs,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,Layers,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Chickens,Layers,Eggs,kg_primary/year,United States Virgin Islands,0.0
Chickens,Layers,Eggs,kg_protein/year,United States Virgin Islands,0.0
Chickens,Layers,Chicken meat,kg_primary/year,United States Virgin Islands,0.0
Chickens,Layers,Chicken meat,kg_protein/year,United States Virgin Islands,0.0
Chickens,Layers,Eggs,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,Broilers,All items,system_kg_co2e_total,United States Virgin Islands,0.0
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,United States Virgin Islands,0.0
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,United States Virgin Islands,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,United States Virgin Islands,0.0
Chickens,Broilers,Eggs,kg_primary/year,United States Virgin Islands,0.0
Chickens,Broilers,Eggs,kg_protein/year,United States Virgin Islands,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,United States Virgin Islands,0.0
Chickens,Broilers,Chicken meat,kg_protein/year,United States Virgin Islands,0.0
Chickens,Broilers,Eggs,kg_co2e/kg_protein,United States Virgin Islands,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,United States Virgin Islands,0.0
Cattle,All systems,All items,system_kg_co2e_total,Uruguay,33108509842.77461
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,Uruguay,1136228827.973666
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,Uruguay,13669627.138044652
Cattle,All systems,All items,system_kg_co2_luc_pasture,Uruguay,0.0
Cattle,All systems,Cattle meat,kg_primary/year,Uruguay,746930269.1890019
Cattle,All systems,Cattle meat,kg_protein/year,Uruguay,118369774.40972708
Cattle,All systems,Cattle milk,kg_primary/year,Uruguay,1930919710.4170551
Cattle,All systems,Cattle milk,kg_protein/year,Uruguay,61789430.73334576
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,Uruguay,79.88146581019167
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Uruguay,238.00568755584743
Cattle,Grassland systems,All items,system_kg_co2e_total,Uruguay,17862531060.326393
