species,system,item,attribute,country,value
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,Tunisia,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,Tunisia,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,Tunisia,0.0
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,Tunisia,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,Tunisia,0.0
Sheep,All systems,All items,system_kg_co2e_total,Tunisia,1292622147.1568851
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Tunisia,46948234.01621571
Sheep,All systems,Sheep meat,kg_protein/year,Tunisia,6615475.655224956
Sheep,All systems,Sheep milk,kg_primary/year,Tunisia,22269599.1
Sheep,All systems,Sheep milk,kg_protein/year,Tunisia,1202558.3514
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Tunisia,73.19453694928448
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Tunisia,160.03627529311862
Sheep,Grassland systems,All items,system_kg_co2e_total,Tunisia,390202493.4512899
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Tunisia,13608182.870449446
Sheep,Grassland systems,Sheep meat,kg_protein/year,Tunisia,1917529.0482750311
Sheep,Grassland systems,Sheep milk,kg_primary/year,Tunisia,6473858.999999999
Sheep,Grassland systems,Sheep milk,kg_protein/year,Tunisia,349588.38599999994
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Tunisia,75.6036896830032
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Tunisia,166.73961991684416
Sheep,Mixed systems,All items,system_kg_co2e_total,Tunisia,902419653.7055953
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Tunisia,33340051.145766266
Sheep,Mixed systems,Sheep meat,kg_protein/year,Tunisia,4697946.6069499245
Sheep,Mixed systems,Sheep milk,kg_primary/year,Tunisia,15795740.1
Sheep,Mixed systems,Sheep milk,kg_protein/year,Tunisia,852969.9654000001
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Tunisia,72.20714952654767
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Tunisia,157.3002165185092
Goats,All systems,All items,system_kg_co2e_total,Tunisia,177320318.5896083
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Goats,All systems,Goat meat,kg_primary/year,Tunisia,5344828.233894614
Goats,All systems,Goat meat,kg_protein/year,Tunisia,718344.9146354359
Goats,All systems,Goat milk,kg_primary/year,Tunisia,12231082.047897
Goats,All systems,Goat milk,kg_protein/year,Tunisia,379163.54348480696
Goats,All systems,Goat milk,kg_co2e/kg_protein,Tunisia,239.7819185604991
Goats,All systems,Goat meat,kg_co2e/kg_protein,Tunisia,120.28171275977424
Goats,Grassland systems,All items,system_kg_co2e_total,Tunisia,96136327.09464784
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Tunisia,2830975.48747205
Goats,Grassland systems,Goat meat,kg_protein/year,Tunisia,380483.1055162434
Goats,Grassland systems,Goat milk,kg_primary/year,Tunisia,6478387.278336
Goats,Grassland systems,Goat milk,kg_protein/year,Tunisia,200830.005628416
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Tunisia,245.6894040479626
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Tunisia,122.98712352382132
Goats,Mixed systems,All items,system_kg_co2e_total,Tunisia,81183991.49496044
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Tunisia,2513852.746422564
Goats,Mixed systems,Goat meat,kg_protein/year,Tunisia,337861.8091191925
Goats,Mixed systems,Goat milk,kg_primary/year,Tunisia,5752694.769561
Goats,Mixed systems,Goat milk,kg_protein/year,Tunisia,178333.537856391
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Tunisia,233.12921398256117
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Tunisia,117.23501419421208
Pigs,All systems,All items,system_kg_co2e_total,Tunisia,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Pigs,All systems,Pig meat,kg_primary/year,Tunisia,0.0
Pigs,All systems,Pig meat,kg_protein/year,Tunisia,0.0
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Tunisia,0.0
Pigs,Backyard,All items,system_kg_co2e_total,Tunisia,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Tunisia,0.0
Pigs,Backyard,Pig meat,kg_protein/year,Tunisia,0.0
Pigs,Backyard,Pig meat,kg_co2e/kg_protein,Tunisia,0.0
Pigs,Intermediate,All items,system_kg_co2e_total,Tunisia,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Pigs,Intermediate,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Pigs,Intermediate,Pig meat,kg_primary/year,Tunisia,0.0
Pigs,Intermediate,Pig meat,kg_protein/year,Tunisia,0.0
Pigs,Intermediate,Pig meat,kg_co2e/kg_protein,Tunisia,0.0
Pigs,Industrial,All items,system_kg_co2e_total,Tunisia,0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Pigs,Industrial,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Pigs,Industrial,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Pigs,Industrial,Pig meat,kg_primary/year,Tunisia,0.0
Pigs,Industrial,Pig meat,kg_protein/year,Tunisia,0.0
Pigs,Industrial,Pig meat,kg_co2e/kg_protein,Tunisia,0.0
Chickens,All systems,All items,system_kg_co2e_total,Tunisia,874159529.1986005
Chickens,All systems,All items,system_kg_co2_luc_feed_soy,Tunisia,240407266.58261853
Chickens,All systems,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Chickens,All systems,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Chickens,All systems,Eggs,kg_primary/year,Tunisia,130853705.53893998
Chickens,All systems,Eggs,kg_protein/year,Tunisia,16225859.486828558
Chickens,All systems,Chicken meat,kg_primary/year,Tunisia,149665719.93855146
Chickens,All systems,Chicken meat,kg_protein/year,Tunisia,21327365.09124358
Chickens,All systems,Eggs,kg_co2e/kg_protein,Tunisia,27.96277628751885
Chickens,All systems,Chicken meat,kg_co2e/kg_protein,Tunisia,21.27408036397272
Chickens,Backyard,All items,system_kg_co2e_total,Tunisia,200465878.27582717
Chickens,Backyard,All items,system_kg_co2_luc_feed_soy,Tunisia,0.0
Chickens,Backyard,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Chickens,Backyard,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Chickens,Backyard,Eggs,kg_primary/year,Tunisia,69625869.70308316
Chickens,Backyard,Eggs,kg_protein/year,Tunisia,8633607.843182312
Chickens,Backyard,Chicken meat,kg_primary/year,Tunisia,7002605.266337973
Chickens,Backyard,Chicken meat,kg_protein/year,Tunisia,997871.2504531612
Chickens,Backyard,Eggs,kg_co2e/kg_protein,Tunisia,17.70266501755488
Chickens,Backyard,Chicken meat,kg_co2e/kg_protein,Tunisia,47.72961513161839
Chickens,Layers,All items,system_kg_co2e_total,Tunisia,248921911.75714535
Chickens,Layers,All items,system_kg_co2_luc_feed_soy,Tunisia,56101229.84025478
Chickens,Layers,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Chickens,Layers,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Chickens,Layers,Eggs,kg_primary/year,Tunisia,61227835.835856825
Chickens,Layers,Eggs,kg_protein/year,Tunisia,7592251.643646246
Chickens,Layers,Chicken meat,kg_primary/year,Tunisia,10319761.527156496
Chickens,Layers,Chicken meat,kg_protein/year,Tunisia,1470566.0176198008
Chickens,Layers,Eggs,kg_co2e/kg_protein,Tunisia,25.521700206778565
Chickens,Layers,Chicken meat,kg_co2e/kg_protein,Tunisia,37.50579079941976
Chickens,Broilers,All items,system_kg_co2e_total,Tunisia,424771739.165628
Chickens,Broilers,All items,system_kg_co2_luc_feed_soy,Tunisia,184306036.74236372
Chickens,Broilers,All items,system_kg_co2_luc_feed_palm,Tunisia,0.0
Chickens,Broilers,All items,system_kg_co2_luc_pasture,Tunisia,0.0
Chickens,Broilers,Eggs,kg_primary/year,Tunisia,0.0
Chickens,Broilers,Eggs,kg_protein/year,Tunisia,0.0
Chickens,Broilers,Chicken meat,kg_primary/year,Tunisia,132343353.14505698
Chickens,Broilers,Chicken meat,kg_protein/year,Tunisia,18858927.823170617
Chickens,Broilers,Eggs,kg_co2e/kg_protein,Tunisia,0.0
Chickens,Broilers,Chicken meat,kg_co2e/kg_protein,Tunisia,18.60855134739476
Cattle,All systems,All items,system_kg_co2e_total,Turkey,26927255594.99376
Cattle,All systems,All items,system_kg_co2_luc_feed_soy,Turkey,447731805.6047419
Cattle,All systems,All items,system_kg_co2_luc_feed_palm,Turkey,133378420.00520836
Cattle,All systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Cattle,All systems,Cattle meat,kg_primary/year,Turkey,328028417.2954892
Cattle,All systems,Cattle meat,kg_protein/year,Turkey,51984303.43090266
Cattle,All systems,Cattle milk,kg_primary/year,Turkey,10742561144.81002
Cattle,All systems,Cattle milk,kg_protein/year,Turkey,375989640.0683507
Cattle,All systems,Cattle milk,kg_co2e/kg_protein,Turkey,55.33422970437119
Cattle,All systems,Cattle meat,kg_co2e/kg_protein,Turkey,117.76936653821562
Cattle,Grassland systems,All items,system_kg_co2e_total,Turkey,3617730402.120869
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_soy,Turkey,57697234.828644514
Cattle,Grassland systems,All items,system_kg_co2_luc_feed_palm,Turkey,17512786.504098106
Cattle,Grassland systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Cattle,Grassland systems,Cattle meat,kg_primary/year,Turkey,35601557.217810705
Cattle,Grassland systems,Cattle meat,kg_protein/year,Turkey,5641956.780092552
Cattle,Grassland systems,Cattle milk,kg_primary/year,Turkey,1430291911.6326869
Cattle,Grassland systems,Cattle milk,kg_protein/year,Turkey,50060216.90714404
Cattle,Grassland systems,Cattle milk,kg_co2e/kg_protein,Turkey,54.608370266326375
Cattle,Grassland systems,Cattle meat,kg_co2e/kg_protein,Turkey,156.68740050653747
Cattle,Mixed systems,All items,system_kg_co2e_total,Turkey,23309525192.87289
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_soy,Turkey,390034570.77609736
Cattle,Mixed systems,All items,system_kg_co2_luc_feed_palm,Turkey,115865633.50111026
Cattle,Mixed systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Cattle,Mixed systems,Cattle meat,kg_primary/year,Turkey,292426860.0776785
Cattle,Mixed systems,Cattle meat,kg_protein/year,Turkey,46342346.65081011
Cattle,Mixed systems,Cattle milk,kg_primary/year,Turkey,9312269233.177334
Cattle,Mixed systems,Cattle milk,kg_protein/year,Turkey,325929423.16120666
Cattle,Mixed systems,Cattle milk,kg_co2e/kg_protein,Turkey,55.44571605181473
Cattle,Mixed systems,Cattle meat,kg_co2e/kg_protein,Turkey,113.03128395318952
Cattle,Feedlots,All items,system_kg_co2e_total,Turkey,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_soy,Turkey,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Cattle,Feedlots,All items,system_kg_co2_luc_pasture,Turkey,0.0
Cattle,Feedlots,Cattle meat,kg_primary/year,Turkey,0.0
Cattle,Feedlots,Cattle meat,kg_protein/year,Turkey,0.0
Cattle,Feedlots,Cattle milk,kg_primary/year,Turkey,0.0
Cattle,Feedlots,Cattle milk,kg_protein/year,Turkey,0.0
Cattle,Feedlots,Cattle milk,kg_co2e/kg_protein,Turkey,0.0
Cattle,Feedlots,Cattle meat,kg_co2e/kg_protein,Turkey,0.0
Buffaloes,All systems,All items,system_kg_co2e_total,Turkey,234165333.8013028
Buffaloes,All systems,All items,system_kg_co2_luc_feed_soy,Turkey,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Buffaloes,All systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Buffaloes,All systems,Buffalo meat,kg_primary/year,Turkey,2786646.4568980765
Buffaloes,All systems,Buffalo meat,kg_protein/year,Turkey,441613.7972569226
Buffaloes,All systems,Buffalo milk,kg_primary/year,Turkey,34776300.0
Buffaloes,All systems,Buffalo milk,kg_protein/year,Turkey,1217170.5
Buffaloes,All systems,Buffalo milk,kg_co2e/kg_protein,Turkey,135.57638559121074
Buffaloes,All systems,Buffalo meat,kg_co2e/kg_protein,Turkey,130.0731470559881
Buffaloes,Grassland systems,All items,system_kg_co2e_total,Turkey,57770409.78939742
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_soy,Turkey,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Buffaloes,Grassland systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Buffaloes,Grassland systems,Buffalo meat,kg_primary/year,Turkey,649210.0089331124
Buffaloes,Grassland systems,Buffalo meat,kg_protein/year,Turkey,102883.55616567498
Buffaloes,Grassland systems,Buffalo milk,kg_primary/year,Turkey,8101964.0
Buffaloes,Grassland systems,Buffalo milk,kg_protein/year,Turkey,283568.74
Buffaloes,Grassland systems,Buffalo milk,kg_co2e/kg_protein,Turkey,143.10324689932995
Buffaloes,Grassland systems,Buffalo meat,kg_co2e/kg_protein,Turkey,137.40366206658786
Buffaloes,Mixed systems,All items,system_kg_co2e_total,Turkey,176394924.01190534
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_soy,Turkey,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Buffaloes,Mixed systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Buffaloes,Mixed systems,Buffalo meat,kg_primary/year,Turkey,2137436.447964964
Buffaloes,Mixed systems,Buffalo meat,kg_protein/year,Turkey,338730.24109124765
Buffaloes,Mixed systems,Buffalo milk,kg_primary/year,Turkey,26674336.0
Buffaloes,Mixed systems,Buffalo milk,kg_protein/year,Turkey,933601.76
Buffaloes,Mixed systems,Buffalo milk,kg_co2e/kg_protein,Turkey,133.29020462118118
Buffaloes,Mixed systems,Buffalo meat,kg_co2e/kg_protein,Turkey,127.84662765699176
Sheep,All systems,All items,system_kg_co2e_total,Turkey,6250100177.50858
Sheep,All systems,All items,system_kg_co2_luc_feed_soy,Turkey,17303367.530446455
Sheep,All systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Sheep,All systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Sheep,All systems,Sheep meat,kg_primary/year,Turkey,137219881.79933122
Sheep,All systems,Sheep meat,kg_protein/year,Turkey,19335653.54434376
Sheep,All systems,Sheep milk,kg_primary/year,Turkey,769562313.8447031
Sheep,All systems,Sheep milk,kg_protein/year,Turkey,43865051.88914808
Sheep,All systems,Sheep milk,kg_co2e/kg_protein,Turkey,91.9157436483278
Sheep,All systems,Sheep meat,kg_co2e/kg_protein,Turkey,106.05407705083626
Sheep,Grassland systems,All items,system_kg_co2e_total,Turkey,594914093.4206848
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_soy,Turkey,1657099.6435751452
Sheep,Grassland systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Sheep,Grassland systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Sheep,Grassland systems,Sheep meat,kg_primary/year,Turkey,12544133.94340728
Sheep,Grassland systems,Sheep meat,kg_protein/year,Turkey,1767593.9139655193
Sheep,Grassland systems,Sheep milk,kg_primary/year,Turkey,70359797.502753
Sheep,Grassland systems,Sheep milk,kg_protein/year,Turkey,4010508.457656922
Sheep,Grassland systems,Sheep milk,kg_co2e/kg_protein,Turkey,95.90825195416168
Sheep,Grassland systems,Sheep meat,kg_co2e/kg_protein,Turkey,109.93241422922894
Sheep,Mixed systems,All items,system_kg_co2e_total,Turkey,5655186084.087895
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_soy,Turkey,15646267.88687131
Sheep,Mixed systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Sheep,Mixed systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Sheep,Mixed systems,Sheep meat,kg_primary/year,Turkey,124675747.85592394
Sheep,Mixed systems,Sheep meat,kg_protein/year,Turkey,17568059.63037824
Sheep,Mixed systems,Sheep milk,kg_primary/year,Turkey,699202516.34195
Sheep,Mixed systems,Sheep milk,kg_protein/year,Turkey,39854543.43149116
Sheep,Mixed systems,Sheep milk,kg_co2e/kg_protein,Turkey,91.5139829718986
Sheep,Mixed systems,Sheep meat,kg_co2e/kg_protein,Turkey,105.66386177737608
Goats,All systems,All items,system_kg_co2e_total,Turkey,1288037835.053018
Goats,All systems,All items,system_kg_co2_luc_feed_soy,Turkey,3115451.0686846124
Goats,All systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Goats,All systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Goats,All systems,Goat meat,kg_primary/year,Turkey,33167348.35407913
Goats,All systems,Goat meat,kg_protein/year,Turkey,4457691.618788236
Goats,All systems,Goat milk,kg_primary/year,Turkey,194560768.451552
Goats,All systems,Goat milk,kg_protein/year,Turkey,7587869.969610528
Goats,All systems,Goat milk,kg_co2e/kg_protein,Turkey,100.8697821362112
Goats,All systems,Goat meat,kg_co2e/kg_protein,Turkey,112.0762921842084
Goats,Grassland systems,All items,system_kg_co2e_total,Turkey,215697537.0435633
Goats,Grassland systems,All items,system_kg_co2_luc_feed_soy,Turkey,522489.2261423204
Goats,Grassland systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Goats,Grassland systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Goats,Grassland systems,Goat meat,kg_primary/year,Turkey,5353398.342974618
Goats,Grassland systems,Goat meat,kg_protein/year,Turkey,719496.7372957886
Goats,Grassland systems,Goat milk,kg_primary/year,Turkey,31403212.800717
Goats,Grassland systems,Goat milk,kg_protein/year,Turkey,1224725.299227963
Goats,Grassland systems,Goat milk,kg_co2e/kg_protein,Turkey,104.81977377704618
Goats,Grassland systems,Goat meat,kg_co2e/kg_protein,Turkey,115.9997383689142
Goats,Mixed systems,All items,system_kg_co2e_total,Turkey,1072340298.0094544
Goats,Mixed systems,All items,system_kg_co2_luc_feed_soy,Turkey,2592961.842542292
Goats,Mixed systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Goats,Mixed systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Goats,Mixed systems,Goat meat,kg_primary/year,Turkey,27813950.01110452
Goats,Mixed systems,Goat meat,kg_protein/year,Turkey,3738194.881492447
Goats,Mixed systems,Goat milk,kg_primary/year,Turkey,163157555.650835
Goats,Mixed systems,Goat milk,kg_protein/year,Turkey,6363144.670382565
Goats,Mixed systems,Goat milk,kg_co2e/kg_protein,Turkey,100.10952051324564
Goats,Mixed systems,Goat meat,kg_co2e/kg_protein,Turkey,111.32113981298576
Pigs,All systems,All items,system_kg_co2e_total,Turkey,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_soy,Turkey,0.0
Pigs,All systems,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Pigs,All systems,All items,system_kg_co2_luc_pasture,Turkey,0.0
Pigs,All systems,Pig meat,kg_primary/year,Turkey,0.0
Pigs,All systems,Pig meat,kg_protein/year,Turkey,0.0
Pigs,All systems,Pig meat,kg_co2e/kg_protein,Turkey,0.0
Pigs,Backyard,All items,system_kg_co2e_total,Turkey,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_soy,Turkey,0.0
Pigs,Backyard,All items,system_kg_co2_luc_feed_palm,Turkey,0.0
Pigs,Backyard,All items,system_kg_co2_luc_pasture,Turkey,0.0
Pigs,Backyard,Pig meat,kg_primary/year,Turkey,0.0
Pigs,Backyard,Pig meat,kg_protein/year,Turkey,0.0
