FishstatJ commodity metadata for trade matrix,,
FAO. 2021. Fishery and Aquaculture Statistics. Global fish trade - By partner country. 2019 (FishstatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2021. www.fao.org/fishery/statistics/software/fishstatj/en,,
FAO_CODE,NAME.EN,EBXID
034.1.4.5.20,"Barramundi, fresh or chilled",1002
034.1.3.9.50,"Nile perch, fresh or chilled",1003
291.9.6,Fish waste,1004
034.1.5.1.25,"Bastard halibut, fresh or chilled",1005
034.1.5.1.31,"European plaice (Pleuronectes platessa), fresh or chilled",1006
034.1.5.1.32,"Alaska plaice, fresh or chilled",1007
034.1.5.1.33,"American plaice, fresh or chilled",1008
034.1.5.1.41,"Yellowfin sole, fresh or chilled",1009
034.1.5.1.42,"Yellowtail flounder, fresh or chilled",1010
034.1.5.1.43,"Common dab, fresh or chilled",1011
034.1.5.1.44,"Lemon sole, fresh or chilled",1012
034.1.5.1.45,"Common sole (Solea Solea), fresh or chilled",1013
034.1.5.1.60,"Megrim, fresh or chilled",1014
034.1.5.1.70,"Turbot, fresh or chilled",1015
034.1.5.2.51,"Blue whiting (Micromesistius poutassou), fresh or chilled",1016
034.1.5.2.52,"Southern blue whiting (Micromesistius australis), fresh or chilled",1017
034.1.5.2.61,"European hake, fresh or chilled",1018
034.1.5.2.62,"Chilean hake, fresh or chilled",1019
034.1.5.2.63,"Argentine hake, fresh or chilled",1020
034.1.5.2.64,"North Pacific hake, fresh or chilled",1021
034.1.5.2.65,"Cape hake, fresh or chilled",1022
034.1.5.2.69,"Hake nei, fresh or chilled",1023
034.1.5.2.85,"Grenadiers, fresh or chilled",1024
034.1.5.3.02,"Sea catfish, fresh or chilled",1025
034.1.5.3.04,"Lizardfish, fresh or chilled",1026
034.1.5.4.01,"Pike-conger, fresh or chilled",1027
034.1.5.4.02,"Conger, fresh or chilled",1028
034.1.5.4.03,"Snipefish, fresh or chilled",1029
034.1.5.4.05,"Orange roughy, fresh or chilled",1030
034.1.5.4.06,"John dory, fresh or chilled",1031
034.1.5.4.07,"Oreo dories, fresh or chilled",1032
034.1.5.3.18,"Snook, fresh or chilled",1033
034.1.5.3.20,"Grouper, fresh or chilled",1034
034.1.5.3.22,"Seabass, fresh or chilled",1035
034.1.5.3.24,"Snapper, fresh or chilled",1036
034.1.5.3.26,"Fusiliers, fresh or chilled",1037
034.1.5.3.28,"Pony fishes, fresh or chilled",1038
034.1.5.3.30,"Grunt, fresh or chilled",1039
034.1.5.3.32,"Drum, fresh or chilled",1040
034.1.5.3.34,"Weakfish, fresh or chilled",1041
034.1.5.3.38,"Corb, fresh or chilled",1042
034.1.5.3.42,"Pandora, fresh or chilled",1043
034.1.5.3.44,"Dentex, fresh or chilled",1044
034.1.5.3.48,"Red mullet, fresh or chilled",1045
034.1.5.4.08,"Icefish, fresh or chilled",1046
034.1.5.4.09,"Wolffish (=catfish), fresh or chilled",1047
034.1.5.4.11,"Cusk-eel (=kingklip), fresh or chilled",1048
034.1.5.3.58,"Sandlance, fresh or chilled",1049
034.1.5.3.60,"Spinefeet (=rabbitfish), fresh or chilled",1050
034.1.5.4.49,"Redfishes, fresh or chilled, nei",1051
034.1.5.4.42,"Pacific redfishes (=ocean perch), fresh or chilled",1052
034.1.5.4.14,"Gurnard, fresh or chilled",1053
034.1.5.3.66,"Atka mackerel, fresh or chilled",1054
034.1.5.4.15,"Sablefish, fresh or chilled",1055
034.1.5.3.72,"Trigger fish, fresh or chilled",1056
034.1.5.3.74,"Puffer, fresh or chilled",1057
034.1.5.4.16,"Angler (=monk), fresh or chilled",1058
034.2.4.5,"Miscellaneous diadromous fish, frozen",1059
034.2.4.5.10,"Milkfish, frozen",1060
034.2.4.5.20,"Barramundi, frozen",1061
034.2.3.9.50,"Nile perch, frozen",1062
034.2.5.1.31,"European plaice, frozen",1063
034.2.5.1.32,"Alaska plaice, frozen",1064
034.2.5.1.33,"American plaice, frozen",1065
034.2.5.1.41,"Yellowfin sole, frozen",1066
034.2.5.1.42,"Yellowtail flounder, frozen",1067
034.2.5.1.43,"Common dab, frozen",1068
034.2.5.1.44,"Lemon sole, frozen",1069
034.2.5.1.45,"Common sole (Solea Solea), frozen",1070
034.2.5.1.60,"Megrim, frozen",1071
034.2.5.1.70,"Turbots, frozen",1072
034.2.5.2.51,"Blue whiting (Micromesistius poutassou), frozen",1073
034.2.5.2.52,"Southern blue whiting (Micromesistius australis), frozen",1074
034.2.5.2.62,"South Pacific hake, frozen",1075
034.2.5.2.63,"Argentinian hake, frozen",1076
034.2.5.2.64,"North Pacific hake, frozen",1077
034.2.5.2.65,"Cape hake, frozen",1078
034.2.5.2.69,"Hakes nei, frozen",1079
034.2.5.2.85,"Grenadiers, frozen",1080
034.2.5.3.02,"Sea catfish, frozen",1081
034.2.5.3.04,"Lizardfish, frozen",1082
034.2.5.4.01,"Pike-conger, frozen",1083
034.2.5.4.02,"Conger, frozen",1084
034.2.5.4.03,"Snipefish, frozen",1085
034.2.5.4.05,"Orange roughy, frozen",1086
034.2.5.4.06,"John dory, frozen",1087
034.2.5.4.07,"Oreo dories, frozen",1088
034.2.5.3.18,"Snook, frozen",1089
034.2.5.3.26,"Fusiliers, frozen",1090
034.2.5.3.28,"Pony fishes, frozen",1091
034.2.5.3.32,"Drum, frozen",1092
034.2.5.3.34,"Weakfish, frozen",1093
034.2.5.3.38,"Corb, frozen",1094
034.2.5.3.42,"Pandora, frozen",1095
034.2.5.3.44,"Dentex, frozen",1096
034.2.5.3.48,"Red mullet, frozen",1097
034.2.5.4.08,"Icefish, frozen",1098
034.2.5.3.58,"Sandlance, frozen",1099
034.2.5.4.49,"Redfish, frozen, nei",1100
034.2.5.4.42,"Pacific redfishes (=ocean perch), frozen",1101
034.2.5.4.14,"Gurnard, frozen",1102
034.2.5.3.66,"Atka mackerel, frozen",1103
034.2.5.4.15,"Sablefish, frozen",1104
034.2.5.3.72,"Trigger fish, frozen",1105
034.2.5.4.16,"Angler (=monk), frozen",1107
034.3.1.4.5.90,"Diadromous fish fillets, fresh or chilled, nei",1108
034.3.1.3.9.50,"Nile perch fillets, fresh or chilled",1109
034.3.1.5.1.25,"Bastard halibut fillets, fresh or chilled",1110
034.3.1.5.1.32,"Alaska plaice fillets, fresh or chilled",1111
034.3.1.5.1.33,"American plaice fillets, fresh or chilled",1112
034.3.1.5.1.41,"Yellowfin sole fillets, fresh or chilled",1113
034.3.1.5.1.42,"Yellowtail flounder fillets, fresh or chilled",1114
034.3.1.5.1.43,"Common dab fillets, fresh or chilled",1115
034.3.1.5.1.44,"Lemon sole fillets, fresh or chilled",1116
034.3.1.5.1.60,"Megrim fillets, fresh or chilled",1117
034.3.1.5.1.70,"Turbot fillets, fresh or chilled",1118
034.3.1.5.2.51,"Blue whiting fillets, fresh or chilled",1119
034.3.1.5.2.52,"Southern blue whiting fillets, fresh or chilled",1120
034.3.1.5.2.61,"European hake fillets, fresh or chilled",1121
034.3.1.5.2.62,"Chilean hake fillets, fresh or chilled",1122
034.3.1.5.2.63,"Argentinian hake fillets, fresh or chilled",1123
034.3.1.5.2.64,"North Pacific hake fillets, fresh or chilled",1124
034.3.1.5.2.65,"Cape hake fillets, fresh or chilled",1125
034.3.1.5.2.69,"Hake nei fillets, fresh or chilled",1126
034.3.1.5.2.85,"Grenadiers fillets, fresh or chilled",1127
034.4.1.4.5,"Miscellaneous diadromous fish fillets, frozen",1128
034.4.1.3.9.50,"Nile perch fillets, frozen",1129
034.4.1.5.1.25,"Bastard halibut fillets, frozen",1130
034.4.1.5.1.32,"Alaska plaice fillets, frozen",1131
034.4.1.5.1.33,"American plaice fillets, frozen",1132
034.4.1.5.1.41,"Yellowfin sole fillets, frozen",1133
034.4.1.5.1.42,"Yellowtail flounder fillets, frozen",1134
034.4.1.5.1.43,"Common dab fillets, frozen",1135
034.4.1.5.1.44,"Lemon sole fillets, frozen",1136
034.4.1.5.1.60,"Megrim fillets, frozen",1137
034.4.1.5.2.51,"Blue whiting fillets, frozen",1138
034.4.1.5.2.52,"Southern blue whiting fillets, frozen",1139
034.4.1.5.2.61,"European hake fillets, frozen",1140
034.4.1.5.2.62,"South Pacific hake fillets, frozen",1141
034.4.1.5.2.63,"Argentinian hake fillets, frozen",1142
034.4.1.5.2.64,"North Pacific hake fillets, frozen",1143
034.4.1.5.2.65,"Cape hake fillets, frozen",1144
034.4.1.5.2.69,"Hake nei fillets, frozen",1145
034.4.1.5.2.85,"Grenadiers fillets, frozen",1146
034.2.5.2.61,"European hake, frozen",1147
034.1.4.5,"Miscellaneous diadromous fish, fresh or chilled",1148
034.1.5.3.40,"Emperors, fresh or chilled",1149
034.1.5.3.50,"Rockcod, fresh or chilled",1150
034.1.5.3.70,"Filefish, fresh or chilled",1151
034.2.5.1.25,"Bastard halibut, frozen",1152
034.2.5.3.20,"Grouper, frozen",1153
034.2.5.3.30,"Grunt, frozen",1154
034.2.5.3.40,"Emperors, frozen",1155
034.2.5.3.50,"Rockcod, frozen",1156
034.2.5.3.60,"Spinefeet(=rabbitfish), frozen",1157
034.2.5.3.70,"Filefish, frozen",1158
034.1.3.9.20,"Pike, fresh or chilled",1159
034.1.3.9.40,"Perch, fresh or chilled",1160
034.1.4.3.60,"Smelt, fresh or chilled",1161
034.1.5.2.66,"Silver hake, fresh or chilled",1162
034.1.5.7.01,"Capelin, fresh or chilled",1163
034.1.5.8.80,"Rays and skates (Rajidae), fresh or chilled",1164
034.2.5.2.66,"Silver hake, frozen",1165
036.0.1.4.4,"Squat-lobsters, frozen",1166
036.0.1.3.4.10,"Squat-lobsters, fresh or chilled",1167
036.0.1.4.4.10,"Squat-lobsters nei, frozen",1168
034.3.1.5.6.80,"Swordfish fillets, fresh or chilled",1169
036.0.1.3.3.19,"Spiny lobsters (Panulirus spp.), nei, fresh or chilled",1170
034.4.1.5.6.80,"Swordfish fillets, frozen",1171
036.0.1.3.3.29,"Rock lobsters (Jasus spp.), nei, fresh or chilled",1172
036.0.1.3.3.32,"Norway lobsters (Nephrops spp.), meat or tails, fresh or chilled",1174
036.0.1.3.3.39,"Norway lobsters (Nephrops spp.), nei, live, fresh or chilled",1175
036.0.1.3.3.41,"American/European lobsters (Homarus spp.), whole, fresh or chilled",1178
036.0.1.3.3.42,"American/European lobsters (Homarus spp.), meat or tails, fresh or chilled",1179
036.0.1.3.3.49,"American/European lobsters (Homarus spp.), live, fresh or chilled, nei",1180
036.0.1.3.3.92,"Lobsters nei, meat or tails, fresh or chilled",1182
036.0.1.3.3.99,"Lobsters nei, fresh or chilled",1183
036.0.1.4.1,"Freshwater crustaceans, frozen",1184
036.0.1.4.1.10,"Crayfish (freshwater), even smoked, frozen",1185
036.0.1.4.1.90,"Freshwater crustaceans nei, frozen",1186
036.0.1.4.3.19,"Spiny lobsters (Panulirus spp.), nei, frozen",1188
036.0.1.4.3.29,"Rock lobsters (Jasus spp.), nei, frozen",1190
036.0.1.4.3.32,"Norway lobsters (Nephrops spp.), meat or tails, frozen",1192
036.0.1.4.3.39,"Norway lobsters (Nephrops spp.), nei, even smoked, frozen",1193
036.0.1.4.3.41,"American/European lobsters (Homarus spp.), whole, even smoked, frozen",1194
036.0.1.4.3.42,"American/European lobsters (Homarus spp.), meat or tails, even smoked, frozen",1196
036.0.1.4.3.49,"American/European lobsters (Homarus spp.), nei, even smoked, frozen",1197
036.0.1.4.3.92,"Lobsters nei, meat or tails, frozen",1199
036.0.1.4.3.99,"Lobsters nei, frozen",1200
034.1.2.1.10,Carps live,1201
034.1.5.8.60,"Dogfish (Squalidae), fresh or chilled",1202
034.2.5.8.60,"Dogfish (Squalidae), frozen",1203
034.3.1.5.8.60,"Dogfish (Squalidae) and catshark fillets, fresh or chilled",1204
034.4.1.5.8.60,"Dogfish (Squalidae) and catshark fillets, frozen",1205
034.4.4,"Fish meat, frozen",1206
034.1.5.4.17,"Toothfish (Dissostichus spp.), fresh or chilled",1207
034.2.5.4.17,"Toothfish (Dissostichus spp.), frozen",1208
034.4.1.5.4.17,"Toothfish (Dissostichus spp.), fillets, frozen",1209
034.2.3.2.20,"Tilapias, frozen",1210
034.3.1.3.2.20,"Tilapia fillets, fresh or chilled",1211
034.4.1.3.2.20,"Tilapia fillets, frozen",1212
034.1.5.5.70,"Sardines, sardinellas, brisling or sprats, fresh or chilled",1213
034.2.5.5.70,"Sardines, sardinellas, brisling or sprats, frozen",1214
037.1.1.5.5.709,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",1215
034.1.5.7.90,"Miscellaneous pelagic fish, nei, fresh or chilled",1216
034.2.5.7.90,"Miscellaneous pelagic fish, nei, frozen",1217
034.4.1.5.7.90,"Miscellaneous pelagic fish fillets, frozen, nei",1218
035.02.3.5.7.90,"Miscellaneous pelagic fish nei, fillets, dried, salted or in brine",1219
035.03.5.7.90,"Miscellaneous pelagic fish, nei, smoked",1220
037.1.1.5.7.90,"Miscellaneous pelagic fish nei, prep. or pres., not minced",1221
081.42.1.5.7.90,Meal from miscellaneous pelagic fishes nei,1222
034.1.5.6.35,"Southern bluefin tuna(Thunnus maccoyii), fresh or chilled",1223
034.2.5.6.35,"Southern bluefin tuna(Thunnus maccoyii), frozen",1224
034.2.4.3.31,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",1225
034.2.4.3.35,"Pacific salmons, frozen, nei",1226
034.3.2.2,"Fish meat, whether or not minced, fresh, chilled",1227
034.3.2.2.5.5.01,"Flaps of herring, fresh or chilled",1228
034.3.2.2.5.9.90,"Marine fish meat,whether or not minced nei, fresh or chilled",1229
034.4.4.2.5.5.18,"Herring, minced, frozen",1230
034.4.4.2.6.90,"Fish meat, whether or not minced, frozen, nei",1231
037.1.1.5.5.202,"Pilchards (Sardinops spp.), prep. or pres., not minced, in oil",1232
037.1.1.5.5.203,"Pilchards (Sardinops spp.), prep. or pres., not minced, in tomato sauce",1233
037.2.1.1.1,"Freshwater crustaceans, prepared or preserved",1234
037.2.1.1.1.10,"Crayfish (freshwater), prepared or preserved",1235
037.2.1.1.1.90,"Freshwater crustaceans nei, prepared or preserved",1236
034.3.1.5.8.90,"Sharks,rays,chimaeras, nei fillets fresh or chilled",1237
034.4.1.5.8.90,"Sharks,rays,chimaeras, skates, fillets,  frozen,  nei",1238
081.42.1.5.2.90,"Gadiformes, meals, nei",1239
081.42.1.5.3.90,"Coastal fish meals, nei",1240
081.42.1.5.4.90,"Demersal fish meals, nei",1241
411.11.5.2.90,"Gadiformes, liver oils, nei",1242
411.12.5.3.90,"Coastal fishes oils, nei",1243
411.12.5.4.90,"Demersal fish oils, nei",1244
034.1.5.6.75,"Spanish mackerel, fresh or chilled",1245
034.2.5.6.75,"Spanish mackerel, frozen",1246
034.2.4.5.90,"Miscellaneous diadromous fish, nei, frozen",1247
034.4.4.2,"Fish meat, whether or not minced, frozen",1248
034.4.5.90,"Fish meat,whether or not minced, fresh,chilled,frozen, nei",1249
035.02.3.4.5.90,"Miscellaneous diadromous fish, fillets, dried, salted or in brine, nei",1250
037.1.1.4.5.90,"Miscellaneous diadromous fish not minced, prep. or pres., nei",1251
081.99.1.1.901,"Solubles from fish and marine mammals, nei",1252
081.99.2.1.901,"Fish solubles, silages, nei",1253
291.1.5.90,Miscellaneous corals and shells,1254
291.9.7.90,Natural sponges nei,1255
292.9.1.90,Other seaweeds and aquatic plants and products thereof,1256
034.4.2.5.2.90,"Cods, hakes, haddocks, etc.  fillets in blocks, frozen, nei",1257
034.4.4.2.5.2.45,"Alaska pollock, meat, whether or not minced, frozen",1258
034.3.1.4.3.50,"Trout fillets, fresh and chilled",1259
034.4.1.4.3.50,"Trout fillets, frozen",1260
035.02.2.5.5.62,"Anchovies, salted or in brine",1261
035.02.2.5.2.12,"Cods nei, salted or in brine",1262
034.1.1.1.11,Ornamental freshwater fish,1263
034.1.1.1.12,Ornamental saltwater fish,1264
034.2.9.2.30,"Shark fins, frozen",1265
037.1.1.5.6.910,"Tunas prepared or preserved, not minced, in oil",1266
036.0.2.5.2.10,"Abalones, dried, salted or in brine, smoked",1268
034.4.4.2.5.4.49,"Redfish meat, frozen, whether or not minced, nei",1269
034.4.4.2.5.2.32,"Haddock meat, frozen",1270
034.4.4.2.5.2.69,"Hake meat, frozen",1271
034.4.4.2.5.5.19,"Herring meat, frozen",1272
034.4.4.2.5.3.02,"Sea catfish meat, frozen",1273
034.4.4.2.5.4.16,"Angler (=monk), meat, frozen",1274
036.0.1.6.3.50,"Rock lobster and other sea crawfish, not frozen",1275
036.0.1.6.3.40,"American/European lobsters (Homarus spp.), not frozen",1276
036.0.1.6.5.90,"Shrimps and prawns, not frozen, nei",1277
036.0.1.6.2.90,"Crabs, not frozen",1278
036.0.1.6.9.90,"Miscellaneous crustaceans, not frozen, nei",1279
036.0.2.6.5.20,"Scallops, other than live, fresh or chilled",1281
036.0.2.6.4.90,"Mussels nei, other than live, fresh or chilled",1283
036.0.2.6.7.50,"Cuttlefish and squid, other than live, fresh or chilled",1285
036.0.2.6.9.91,"Miscellaneous molluscs, other than live, fresh or chilled, nei",1287
035.02.2,"Fish, salted, but not dried or smoked and fish in brine",1288
035.02.3.9.2.35,"Shark fins, salted and in brine but not dried or smoked",1290
034.1.1.2,Fish for culture,1291
034.1.4.5.90,"Diadromous fish, fresh or chilled, nei",1292
034.1.5.6.95,"Tunas, bonitos, billfishes, fresh or chilled, nei",1293
034.1.6,"Fish, fresh or chilled",1294
034.1.6.90,"Fish, fresh or chilled, nei",1295
034.2.3.2,"Tilapias and other cichlids, frozen",1296
034.2.5.6.95,"Tunas, bonitos, billfishes, frozen, nei",1297
034.2.6,"Fish, frozen",1298
034.2.6.90,"Fish, frozen, nei",1299
034.2.9.2,"Fish heads, tails, fins, maws, tongues, frozen",1300
034.3.1,"Fish fillets, fresh or chilled",1301
034.3.1.3.2,"Tilapias and other cichlids, fillets, fresh or chilled",1302
034.3.1.4.5,"Diadromous fish nei, fillets, fresh or chilled, nei",1303
034.3.1.5.1.39,"Plaices fillets, fresh or chilled, nei",1304
034.3.1.5.1.49,"Sole fillets, fresh or chilled, nei",1305
034.3.1.5.9,"Miscellaneous marine fish fillets, fresh or chilled",1306
034.3.1.6,"Fish fillets, fresh or chilled",1307
034.3.1.6.90,"Fish fillets, fresh or chilled, nei",1308
034.3.2,"Fish meat, fresh, chilled",1309
034.3.2.1,"Fish steaks, fresh or chilled",1310
034.3.2.1.4,"Diadromous fish steaks, fresh or chilled",1311
034.3.2.1.4.2,"Salmons, trouts, smelts, steaks, fresh or chilled",1312
034.3.2.1.5,"Marine fish steaks, fresh or chilled",1313
034.3.2.2.3,"Freshwater fish meat, whether or not minced, fresh or chilled",1314
034.3.2.2.3.90,"Freshwater fish meat, whether or not minced, fresh or chilled, nei",1315
034.3.2.2.5,"Marine fish meat, whether or not minced, fresh or chilled",1316
034.3.2.2.5.5,"Herrings, sardines, anchovies, etc. meat, fresh or chilled",1317
034.3.2.2.5.9,"Miscellaneous marine fish meat, whether or not minced, fresh or chilled",1318
034.4.1.4.5.90,"Diadromous fish fillets, frozen, nei",1319
034.4.1.5.1.39,"Plaice fillets, frozen, nei",1320
034.4.1.5.1.49,"Sole fillets, frozen, nei",1321
034.4.1.6,"Fish fillets, frozen",1322
034.4.1.6.90,"Fish fillets, frozen, nei",1323
034.4.2.4.5,"Miscellaneours diadromous fish fillets in blocks, frozen",1324
034.4.2.4.5.90,"Diadromous fish fillets in blocks, frozen, nei",1325
034.4.2.5.3.90,"Miscellaneous coastal fish, fillets in blocks, frozen, nei",1326
034.4.2.5.4,"Miscellaneous demersal fish, fillets in blocks, frozen",1327
034.4.2.5.4.90,"Miscellaneous demersal fish, fillets in blocks, frozen, nei",1328
034.4.2.6,"Fish fillets in blocks, frozen",1329
034.4.2.6.90,"Fish fillets in blocks, frozen, nei",1330
034.4.4.1,"Fish steaks, frozen",1331
034.4.4.1.3,"Freshwater fish, steaks, frozen",1332
034.4.4.1.3.9,"Miscellaneous freshwater fish, steaks, frozen",1333
034.4.4.1.4,"Diadromous fish steaks, frozen",1334
034.4.4.1.4.2,"Salmons, trouts, smelts, steaks, frozen",1335
034.4.4.1.5,"Marine fish steaks, frozen",1336
034.4.4.1.5.1,"Flounders, halibuts, soles, etc. steaks, frozen",1337
034.4.4.1.5.9,"Miscellaneous marine fish steaks, frozen",1338
034.4.4.2.3,"Freshwater fish meat, whether or not minced, frozen",1339
034.4.4.2.3.9,"Miscellaneous freshwater fish meat, whether or not minced, frozen",1340
034.4.4.2.3.9.90,"Freshwater fish meat, whether or not minced, frozen, nei",1341
034.4.4.2.5,"Marine fish meat, whether or not minced, frozen",1342
034.4.4.2.5.2,"Cods, hakes, haddocks meat, whether or not minced, frozen",1343
034.4.4.2.5.2.19,"Cod, meat, frozen",1344
034.4.4.2.5.2.42,"Saithe (=Pollock), meat, frozen",1345
034.4.4.2.5.2.51,"Blue whiting meat, frozen",1346
034.4.4.2.5.3,"Miscellaneous coastal fish meat, whether or not minced, frozen",1347
034.4.4.2.5.3.90,"Coastal fish meat, whether or not minced, frozen, nei",1348
034.4.4.2.5.4,"Miscellaneous demersal fish meat, whether or not minced, frozen",1349
034.4.4.2.5.4.90,"Demersal fish meat, whether or not minced, frozen, nei",1350
034.4.4.2.5.5,"Herrings, sardines, anchovies meat, whether or not minced, frozen",1351
034.4.4.2.5.6,"Tunas, bonitos, billfishes, meat, whether or not minced, frozen",1352
034.4.4.2.5.6.80,"Swordfish meat, frozen",1353
034.4.4.2.5.6.95,"Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei",1354
034.4.4.2.5.9,"Miscellaneous marine fish meat, whether or not minced, frozen",1355
034.4.5,"Fish meat,whether or not minced, fresh,chilled,frozen",1356
035.02.1.3,"Freshwater fish, dried, whether or not salted, not smoked",1357
035.02.1.3.9,"Miscellaneous freshwater fish, dried, whether or not salted, not smoked",1358
035.02.1.3.9.90,"Miscellaneous freshwater fish, dried, whether or not salted, not smoked, nei",1359
035.02.1.4,"Diadromous fish, dried, whether or not salted, not smoked",1360
035.02.1.4.3,"Salmons, trouts, smelts, etc., dried, whether or not salted",1361
035.02.1.4.3.90,"Salmonoids nei, dried, whether or not salted, not smoked",1362
035.02.1.5.3.95,"Miscellaneous coastal fish, dried, whether or not salted",1363
035.02.1.5.4,"Miscellaneous demersal fish, dried, whether or not salted",1364
035.02.1.5.4.95,"Miscellaneous demersal fish, dried, whether or not salted, nei",1365
035.02.1.5.5.95,"Clupeoids nei, dried, whether or not salted, but not smoked",1366
035.02.2.4,"Diadromous fish, salted or in brine",1367
035.02.2.4.3,"Salmons, trouts, smelts, etc., salted or in brine",1368
035.02.2.4.3.95,"Salmonoids nei, salted or in brine",1369
035.02.2.4.5,"Miscellaneous diadromous fish, salted or in brine",1370
035.02.2.5,"Marine fishes, salted or in brine",1371
035.02.2.5.1,"Flounders, halibuts, soles, salted or in brine",1372
035.02.2.5.2,"Cods, hakes, haddocks, salted or in brine",1373
035.02.2.5.3,"Miscellaneous coastal fish, salted or in brine",1374
035.02.2.5.3.90,"Miscellaneous coastal fish, salted or in brine, nei",1375
035.02.2.5.4,"Miscellaneous demersal fish, salted or in brine",1376
035.02.2.5.4.95,"Miscellaneous demersal fish, salted or in brine, nei",1377
035.02.2.5.5,"Herrings, sardines, anchovies, salted or in brine",1378
035.02.2.5.5.90,"Clupeoids, salted or in brine, nei",1379
035.02.2.5.6,"Tunas, bonitos, billfishes, salted or in brine",1380
035.02.2.5.7,"Miscellaneous pelagic fish, salted or in brine",1381
035.02.2.5.7.90,"Miscellaneous pelagic fish, salted or in brine, nei",1382
035.02.2.5.9,"Miscellaneous marine fish, salted or in brine",1383
035.02.2.5.9.95,"Miscellaneous marine fish, salted or in brine, nei",1384
035.02.3.5.2.90,"Gadiformes, fillets, dried, salted or in brine, not smoked",1385
035.02.3.5.6.90,"Tunas fillets, dried salted or in brine",1386
035.02.3.9.2,"Fish heads, tail, fins, maws etc., smoked, dried, salted or in brine",1387
035.03.5.4,"Miscellaneous demersal fish, smoked",1388
035.03.5.4.90,"Miscellaneous demersal fish, smoked, nei",1389
036.0.1.3.5.40,"Shrimps and prawns (Penaeus spp.), live, fresh or chilled",1390
036.0.1.4.5.20,"Shrimps and prawns (Pandalus spp.), frozen",1391
036.0.1.4.5.40,"Shrimps and prawns (Penaeus spp.), frozen",1392
036.0.1.6,"Miscellaneous crustaceans, not frozen",1393
036.0.2.3.7.40,"Cuttlefishes and squids, live, fresh or chilled, nei",1395
036.0.2.4.7.40,"Cuttlefishes and squids, frozen, nei",1397
036.0.2.5.7.40,"Cuttlefishes and squids, dried, salted or in brine, smoked nei",1398
036.0.2.6,"Molluscs & aq. invert., other than live, fresh or chilled",1399
036.0.2.6.7.60,"Octopus, other than live, fresh or chilled",1400
037.1.1.4.5,"Miscellaneous diadromous fish,  prepared or preserved, not minced,",1401
037.1.1.5.5.191,"Herrings, not minced, in oil, prepared or preserved",1402
036.0.2.5.5.10,"Scallops, including queen scallops, dried, salted or in brine; smoked",1404
034.1.2.1.19,"Freshwater fish nei, live",1407
034.1.2.1.25,"Salmons, live",1408
034.1.2.1.61,"Atlantic(Thunnus thynnus), Pacific(T.orientalis) bluefin tuna, live",1409
034.1.2.1.62,"Southern bluefin tuna (Thunnus maccoyii), live",1410
034.1.2.1.89,"Saltwater fish nei, live",1411
034.1.5.2.13,"Greenland cod, fresh or chilled",1412
034.1.5.2.18,"Polar cod (Boreogadus saida), fresh or chilled",1413
034.1.5.2.67,"Southern hake, fresh or chilled",1414
034.1.5.2.68,"Hake of the genus Urophycis, fresh or chilled",1415
034.1.5.3.462,"Gilt-head seabream, fresh or chilled",1416
034.1.5.6.15,"Plain bonito, fresh or chilled",1417
034.1.5.6.71,"Marlins, fresh or chilled",1418
034.1.5.6.96,"Euthynnus excl. skipjack or stripe-bellied bonitos, fresh or chilled",1419
034.1.5.7.08,"Pomfrets, ocean breams, fresh or chilled",1420
034.1.5.7.15,"Scads, fresh or chilled",1421
034.1.5.7.40,"Flyingfishes, fresh or chilled",1422
034.1.5.7.45,"Dolphinfishes, fresh or chilled",1423
034.1.5.7.50,"Cobia, fresh or chilled",1424
034.1.5.7.63,"Blue mackerel, fresh or chilled",1425
034.1.5.8.65,"Catsharks, nursehounds, fresh or chilled",1426
034.2.5.2.13,"Greenland cod, frozen",1427
034.2.5.2.18,"Polar cod, frozen",1428
034.2.5.2.67,"Southern hake, frozen",1429
034.2.5.2.68,"Hake of the genus Urophycis, frozen",1430
034.2.5.6.15,"Plain bonito, frozen",1431
034.2.5.6.96,"Euthynnus excl. skipjack or stripe-bellied bonitos, frozen",1432
034.2.5.7.15,"Scads, frozen",1433
034.2.5.7.40,"Flyingfishes, frozen",1434
034.2.5.7.45,"Dolphinfishes, frozen",1435
034.2.5.7.50,"Cobia, frozen",1436
034.2.5.7.63,"Blue mackerel, frozen",1437
034.2.5.8.65,"Catsharks, nursehounds, frozen",1438
034.3.1.5.4.17,"Toothfish (Dissostichus spp.), fillets, fresh or chilled",1439
034.3.1.5.7,"Miscellaneous pelagic fish, fillets, fresh or chilled",1440
034.3.1.5.7.40,"Flying fish, fillets, fresh or chilled",1441
034.3.1.5.7.90,"Miscellaneous pelagic fish, fillets, fresh or chilled, nei",1442
034.3.2.2.6,"Miscellaneous fish meat, whether or not minced, fresh or chilled",1443
034.3.2.2.6.90,"Fish meat, whether or not minced nei, fresh or chilled",1444
034.4.1.3.2,"Tilapia and other cichlids, fillets, frozen",1445
034.4.1.5.2.68,"Hake of the genus Urophycis, fillets, frozen",1446
034.4.1.5.4.16,"Angler (=Monk) fillets, frozen",1447
034.4.1.5.4.49,"Redfish nei, fillets, frozen",1448
