FishstatJ commodity metadata for trade matrix,,
FAO. 2021. Fishery and Aquaculture Statistics. Global fish trade - By partner country. 2019 (FishstatJ). In: FAO Fisheries and Aquaculture Division [online]. Rome. Updated 2021. www.fao.org/fishery/statistics/software/fishstatj/en,,
FAO_CODE,NAME.EN,EBXID
034.3.2.2.5.8.61,"Picked dogfish ""Squalus acanthias""and catsharks ""Scyliohinus spp.""(excl. fillets), meat, whether or not minced, fresh or chilled",1825
034.3.2.2.5.8.66,"Porbeagle shark ""Lamna nasus"" (excl. fillets), meat, whether or not minced, fresh or chilled",1826
034.3.2.2.5.8.62,"Blue shark ""Prionace glauca"" (excl. fillets), meat, whether or not minced, fresh or chilled",1827
034.4.1.5.8.62,"Blue shark ""Prionace glauca"", fillets, frozen",1829
034.4.4.2.5.8.61,"Picked dogfish ""Squalus acanthias""and catsharks ""Scyliorhinus spp."", meat, whether or not minced, frozen",1830
034.4.4.2.5.8.66,"Porbeagle shark ""Lamna nasus"", meat, whether or not minced, frozen",1831
034.4.4.2.5.8.62,"Blue shark ""Prionace glauca"", meat, whether or not minced, frozen",1832
034.4.4.2.5.8.85,"Rays, chimaeras meat, frozen",1833
035.02.1.5.2.18,"Polar cod ""Boreogadus saida"", dried, whether or not salted but not smoked (excl. fillets and offal)",1834
035.02.1.5.2.98,"Gadiforms, dried, whether or not salted, not smoked (excl. fillets offal and cod)",1835
036.0.1.3.2.30,"Edible Crab (Cancer pagurus), in shell or not, live, fresh or chilled",1838
036.0.1.3.5.06,"Shrimps Crangon crangon, live",1839
036.0.1.3.5.29,"Shrimps Pandalidae nei (excl. Pandalus spp), in shell or not, live, fresh or chilled",1840
036.0.1.3.5.39,"Shrimps Crangon nei (excl. Crangon crangon), in shell or not, live, fresh or chilled",1841
036.0.1.3.5.90,"Shrimps and prawns, in shell or not, live, fresh or chilled (excl. Pandalidae, Crangon)",1842
036.0.1.5.2.30,"Edible Crabs (Cancer pagurus),  in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1843
036.0.1.5.3.41,"Whole lobsters Homarus spp,  in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1844
036.0.1.5.3.42,"Parts of lobsters Homarus spp, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1845
036.0.1.5.5.31,"Shrimps Crangon crangon, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1846
036.0.1.5.5.32,"Shrimps Crangon crangon, in shell or not, dried, salted/in brine, smoked,  (excl. cooked by steaming/boiling in water)",1847
036.0.1.5.5.20,"Shrimps and prawns Pandalus spp, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1848
036.0.1.5.5.29,"Shrimps Pandalidae nei (excl. Pandalus spp), in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1849
036.0.1.5.5.39,"Shrimps Crangon nei (excl. Crangon crangon), in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1850
036.0.1.5.9.10,"Freshwater crayfish, in shell or not, dried, salted/in brine, smoked,  cooked by steaming/boiling in water",1851
036.0.2.3.7.33,"European flying squid ""Todarodes sagittatus"", live, fresh or chilled",1854
036.0.2.4.4.10,"Mussels ""Mytilus spp., Perna spp."", frozen, with or without shell",1855
036.0.2.4.4.20,"Mussels ""Mytilus spp."", frozen, with or without shell",1856
036.0.2.4.4.30,"Mussels ""Perna spp."", frozen, with or without shell",1857
036.0.2.4.5.05,"Coquilles St. Jacques ""Pecten maximus"", with or without shell, frozen",1858
036.0.2.4.6.40,"Striped venus or other species of the family Veneridae, frozen",1859
036.0.2.4.7.11,"Lesser cuttle fish (Sepiola rondeleti), frozen",1860
036.0.2.4.7.12,"Cuttle fish ""Sepiola"", with or without shell (excl. ""Sepiola rondeleti""), frozen",1861
036.0.2.4.7.15,"Cuttle fish ""Sepia officinalis"" and ""Rossia macrosoma"", with or without shell, frozen",1862
036.0.2.4.7.31,"Squid ""Ommastrephes spp."", ""Nototodarus spp."" and ""Sepioteuthis spp."" (excl Ommastrephes sagittatus), frozen",1867
036.0.2.4.7.33,"European flying squid ""Todarodes sagittatus, Ommastrephes sagittatus"", frozen",1868
036.0.2.5.4.20,"Mussels ""Mytilus spp."", smoked, dried, salted or in brine, with or without shell",1869
036.0.2.5.4.30,"Mussels ""Perna spp."", smoked, dried, salted or in brine, with or without shell",1870
036.0.2.5.7.32,"Squid ""Loligo spp."", smoked, dried, salted/in brine, with or without shell",1871
036.0.2.5.7.31,"Squid ""Ommastrephes spp."", ""Nototodarus spp."" and ""Sepioteuthis spp."" (excl Ommastrephes sagittatus), smoked, dried, salted/in brine",1872
036.0.2.5.7.33,"European flying squid ""Todarodes sagittatus, Ommastrephes sagittatus"",  smoked, dried, salted/in brine",1873
036.0.2.5.7.10,"Cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", smoked, dried, salted/in brine, with or without shell",1875
036.0.2.5.7.19,"Cuttlefishes nei, dried, salted or in brine, smoked",1876
036.0.1.4.5.29,"Shrimps of the family Pandalidae nei (excl Pandalus spp), frozen",1877
036.0.1.4.5.39,"Shrimps of the genus Crangon nei (excl. Crangon crangon), frozen",1878
036.0.1.6.5.29,"Shrimps Pandalidae nei (excl. Pandalus spp), not frozen",1879
034.4.1.5.8.85,"Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen",1880
