country_code,country,origin,diet,type,output_group,fbs_item_code,fbs_item,footprint_type,region,income_class,oecd,diet_footprint,population,diet_footprint_whole_pop
10,Australia,imported,baseline,plant,Starchy roots,2533,Sweet potatoes,mg_abx_total,Oceania,High income,yes,1.5231451060400514e-08,24737250.0,3.767842127438926e-10
10,Australia,imported,baseline,plant,Starchy roots,2534,"Roots, Other",mg_abx_total,Oceania,High income,yes,1.199804675727e-07,24737250.0,2.967986821463391e-09
10,Australia,imported,baseline,plant,Starchy roots,2535,Yams,mg_abx_total,Oceania,High income,yes,0.0,24737250.0,0.0
10,Australia,imported,baseline,plant,Vegetables,2563,Olives (including preserved),mg_abx_total,Oceania,High income,yes,5.8224729755171104e-05,24737250.0,1.4403196961361064e-06
10,Australia,imported,baseline,plant,Vegetables,2601,Tomatoes and products,mg_abx_total,Oceania,High income,yes,1.3591219253417e-06,24737250.0,3.362093884765992e-08
10,Australia,imported,baseline,plant,Vegetables,2602,Onions,mg_abx_total,Oceania,High income,yes,2.3685064543509998e-07,24737250.0,5.859033628791289e-09
10,Australia,imported,baseline,plant,Vegetables,2605,"Vegetables, Other",mg_abx_total,Oceania,High income,yes,8.8172361433509e-06,24737250.0,2.1811417478710853e-07
10,Australia,imported,baseline,t_animal,Bovine meat,2731,Bovine Meat,mg_abx_total,Oceania,High income,yes,0.014640636370358968,24737250.0,0.0003621690820526624
10,Australia,imported,baseline,t_animal,Pig meat,2733,Pigmeat,mg_abx_total,Oceania,High income,yes,1.0185250790698193,24737250.0,0.025195509512219882
10,Australia,imported,baseline,t_animal,Poultry,2734,Poultry Meat,mg_abx_total,Oceania,High income,yes,0.01689468083439843,24737250.0,0.0004179279434707226
10,Australia,imported,baseline,t_animal,Sheep and goat meat,2732,Mutton & Goat Meat,mg_abx_total,Oceania,High income,yes,0.0012835405509596552,24737250.0,3.175126349422673e-05
16,Bangladesh,domestic,baseline,a_animal,Aquatic animals,2761,Freshwater Fish,mg_abx_total,South Asia,Lower middle income,no,1.5435068441474595,160521250.0,0.2477656480061054
16,Bangladesh,domestic,baseline,a_animal,Aquatic animals,2762,Demersal Fish,mg_abx_total,South Asia,Lower middle income,no,0.0,160521250.0,0.0
16,Bangladesh,domestic,baseline,a_animal,Aquatic animals,2763,Pelagic Fish,mg_abx_total,South Asia,Lower middle income,no,0.0,160521250.0,0.0
16,Bangladesh,domestic,baseline,a_animal,Aquatic animals,2764,"Marine Fish, Other",mg_abx_total,South Asia,Lower middle income,no,0.10580519189020453,160521250.0,0.01698398165870549
16,Bangladesh,domestic,baseline,a_animal,Aquatic animals,2765,Crustaceans,mg_abx_total,South Asia,Lower middle income,no,0.03427947746238566,160521250.0,0.005502584571608973
16,Bangladesh,domestic,baseline,plant,Fruits,2611,"Oranges, Mandarines",mg_abx_total,South Asia,Lower middle income,no,0.0003991859276989077,160521250.0,6.407782409663829e-05
16,Bangladesh,domestic,baseline,plant,Fruits,2612,"Lemons, Limes and products",mg_abx_total,South Asia,Lower middle income,no,0.0011958466528866776,160521250.0,0.0001919587995296856
16,Bangladesh,domestic,baseline,plant,Fruits,2613,Grapefruit and products,mg_abx_total,South Asia,Lower middle income,no,0.0012119195023865962,160521250.0,0.00019453883342247444
16,Bangladesh,domestic,baseline,plant,Fruits,2618,Pineapples and products,mg_abx_total,South Asia,Lower middle income,no,1.2406827277729999e-06,160521250.0,1.9915594231554305e-07
16,Bangladesh,domestic,baseline,plant,Fruits,2625,"Fruits, Other",mg_abx_total,South Asia,Lower middle income,no,1.88059535919651e-05,160521250.0,3.0187551780242354e-06
16,Bangladesh,domestic,baseline,plant,Grains,2511,Wheat and products,mg_abx_total,South Asia,Lower middle income,no,0.0,160521250.0,0.0
16,Bangladesh,domestic,baseline,plant,Grains,2514,Maize and products,mg_abx_total,South Asia,Lower middle income,no,0.0,160521250.0,0.0
16,Bangladesh,domestic,baseline,plant,Grains,2805,Rice (Milled Equivalent),mg_abx_total,South Asia,Lower middle income,no,0.1937514278143657,160521250.0,0.03110122138204675
16,Bangladesh,domestic,baseline,plant,Nuts and seeds,2551,Nuts and products,mg_abx_total,South Asia,Lower middle income,no,0.0027261479989030726,160521250.0,0.0004376046844689199
16,Bangladesh,domestic,baseline,plant,Nuts and seeds,2556,Groundnuts (Shelled Eq),mg_abx_total,South Asia,Lower middle income,no,2.249658739755e-07,160521250.0,3.611180329788986e-08
